X;y;y_predicted
1759374000.0;2.0;1.8736440469760138
1759377600.0;2.0;1.8729913489567256
1759381200.0;2.0;1.8889019345052231
1759384800.0;2.0;1.9338818920160668
1759388400.0;2.0;1.997129417853401
1759392000.0;2.0;2.0112240642860426
1759395600.0;2.0;2.0066410366885448
1759399200.0;2.0;2.0122301716667144
1759402800.0;2.0;2.0377588947931162
1759406400.0;2.0;2.07470927932885
1759410000.0;2.0;2.097123816842787
1759413600.0;2.0;2.103709260193699
1759417200.0;2.0;2.113796306633084
1759420800.0;2.0;2.166991135351025
1759424400.0;2.0;2.1611617387354487
1759428000.0;2.0;2.129684581999398
1759431600.0;2.0;2.092260453106694
1759435200.0;2.0;2.07607156583639
1759438800.0;2.0;2.107553494892879
1759442400.0;2.0;2.1653878538455738
1759446000.0;2.0;2.2049589131357594
1759449600.0;2.0;2.1869087990140788
1759453200.0;2.0;2.092892275610539
1759456800.0;2.0;1.974161284190501
1759460400.0;2.0;1.8705669921159815
1759464000.0;2.0;1.793961563401635
1759467600.0;1.0;1.7403434655375278
1759471200.0;1.0;1.7015226790969749
1759474800.0;1.0;1.656390573714937
1759478400.0;1.0;1.6049330950199066
1759482000.0;1.0;1.5744423929927187
1759485600.0;1.0;1.572540291660232
1759489200.0;1.0;1.604699851897463
1759492800.0;1.0;1.6503353104943344
1759496400.0;2.0;1.7959932338595213
1759500000.0;2.0;1.885482437994857
1759503600.0;2.0;2.0021331017224693
1759507200.0;2.0;2.1535191072327073
1759510800.0;2.0;2.2881786437182177
1759514400.0;2.0;2.4214995196123006
1759518000.0;2.0;2.4856172323524746
1759521600.0;2.0;2.456097847992128
1759525200.0;2.0;2.37511563334714
1759528800.0;2.0;2.2463678236352065
1759532400.0;2.0;2.090395989840073
1759536000.0;2.0;1.9365799146356588
1759539600.0;2.0;1.7805213215151348
1759543200.0;1.0;1.650755326721355
1759546800.0;1.0;1.539803836756632
1759550400.0;1.0;1.3912411545592613
1759554000.0;1.0;1.2607261942265442
1759557600.0;1.0;1.1968062988043764
1759561200.0;1.0;1.1712412443829807
1759564800.0;1.0;1.1537714243300146
1759568400.0;1.0;1.1498882654608744
1759572000.0;1.0;1.1926662434494038
1759575600.0;1.0;1.2670793494547707
1759579200.0;1.0;1.3531822074187456
1759582800.0;2.0;1.7067055871200782
1759586400.0;2.0;1.89248378374511
1759590000.0;2.0;2.062775964300341
1759593600.0;2.0;2.2472476249240705
1759597200.0;2.0;2.3078866748301765
1759600800.0;2.0;2.3498912564120076
1759604400.0;2.0;2.402574925939912
1759608000.0;2.0;2.465415541844452
1759611600.0;2.0;2.5065309721482736
1759615200.0;2.0;2.465334079911722
1759618800.0;2.0;2.3424280282557
1759622400.0;2.0;2.1774399205999
1759626000.0;2.0;2.0503698822835803
1759629600.0;2.0;2.0307549235926494
1759633200.0;2.0;2.0294289227711957
1759636800.0;2.0;2.0108329787206856
1759640400.0;2.0;1.9750994984682526
1759644000.0;2.0;1.9150960295082218
1759647600.0;2.0;1.6776945286273683
1759651200.0;2.0;1.5330455987280889
1759654800.0;2.0;1.4429646751546779
1759658400.0;2.0;1.4756255775890432
1759662000.0;2.0;1.7623323045765256
1759665600.0;2.0;2.0201825070479877
1759669200.0;2.0;2.4883228716860017
1759672800.0;3.0;2.779260025430939
1759676400.0;3.0;3.0680696150264817
1759680000.0;3.0;3.305685355158457
1759683600.0;3.0;3.3356022103946046
1759687200.0;3.0;3.2472757348316152
1759690800.0;3.0;3.152013884029053
1759694400.0;3.0;3.109026986604972
1759698000.0;3.0;3.1170762265894085
1759701600.0;3.0;3.100179805061412
1759705200.0;3.0;3.0044317111554415
1759708800.0;2.0;2.841414537829354
1759712400.0;2.0;2.570425440120255
1759716000.0;2.0;2.3305815814933784
1759719600.0;2.0;2.2028428749572404
1759723200.0;2.0;2.16937351702426
1759726800.0;2.0;2.1223427677853843
1759730400.0;2.0;2.0704390889261424
1759734000.0;2.0;2.0379219150558887
1759737600.0;2.0;2.0165071357611586
1759741200.0;2.0;2.009344224438564
1759744800.0;2.0;2.095638048695081
1759748400.0;2.0;2.392771598466669
1759752000.0;2.0;2.686105844818366
1759755600.0;3.0;2.9664257250191097
1759759200.0;3.0;3.2939819037136404
1759762800.0;3.0;3.656785873025745
1759766400.0;3.0;3.901037884895313
1759770000.0;3.0;4.058972173073331
1759773600.0;3.0;4.18093313825588
1759777200.0;3.0;4.14459375988256
1759780800.0;3.0;4.0146143136183445
1759784400.0;3.0;3.8710382245293804
1759788000.0;3.0;3.6614372259764263
1759791600.0;3.0;3.4925418593658204
1759795200.0;3.0;3.379282686789482
1759798800.0;3.0;3.3179376229601925
1759802400.0;3.0;2.9648225626387363
1759806000.0;3.0;2.6003433222762196
1759809600.0;2.0;2.258830867868032
1759813200.0;2.0;1.9694490694985562
1759816800.0;2.0;1.733071521012695
1759820400.0;2.0;1.5461912756193428
1759824000.0;1.0;1.422428019825892
1759827600.0;1.0;1.3852537631844752
1759831200.0;1.0;1.4102434203422982
1759834800.0;1.0;1.4738978954128754
1759838400.0;1.0;1.5429166851542204
1759842000.0;1.0;1.5848651039568544
1759845600.0;1.0;1.6156010785239374
1759849200.0;1.0;1.6406871750452794
1759852800.0;1.0;1.6606346835726429
1759856400.0;1.0;1.6830141875551439
1759860000.0;2.0;1.7052291008293246
1759863600.0;2.0;1.7220377945854892
1759867200.0;2.0;1.7325973986308991
1759870800.0;2.0;1.7334161052078825
1759874400.0;2.0;1.7209187127738463
