dt;co;no;no2;o3;so2;pm2_5;pm_10;nh3;aqi
1760839200.0;77.89;0.0;0.1;60.32;0.11;4.31;13.12;0.01;2.0
1760842800.0;78.58;0.0;0.09;62.56;0.1;4.24;11.71;0.02;2.0
1760846400.0;78.43;0.0;0.08;62.64;0.09;3.9;9.77;0.02;2.0
1760850000.0;77.48;0.0;0.08;62.93;0.08;3.39;7.83;0.02;2.0
1760853600.0;76.1;0.0;0.08;63.85;0.07;3.02;6.52;0.03;2.0
1760857200.0;74.48;0.0;0.08;65.09;0.07;2.73;5.98;0.03;2.0
1760860800.0;73.26;0.0;0.08;66.7;0.07;2.49;5.88;0.03;2.0
1760864400.0;72.01;0.0;0.09;67.62;0.07;2.28;5.9;0.04;2.0
1760868000.0;70.64;0.0;0.11;67.52;0.07;2.12;6.28;0.04;2.0
1760871600.0;69.7;0.01;0.13;67.23;0.08;2.03;6.75;0.03;2.0
1760875200.0;68.73;0.01;0.12;66.75;0.08;1.94;6.82;0.03;2.0
1760878800.0;67.95;0.01;0.09;65.97;0.08;1.85;6.66;0.03;2.0
1760882400.0;67.24;0.01;0.07;64.78;0.08;1.76;6.5;0.02;2.0
1760886000.0;66.63;0.01;0.06;63.59;0.08;1.64;6.26;0.02;2.0
1760889600.0;66.43;0.01;0.06;62.58;0.07;1.47;5.66;0.02;2.0
1760893200.0;66.27;0.01;0.06;61.65;0.07;1.28;4.9;0.02;2.0
1760896800.0;66.21;0.01;0.06;60.67;0.06;1.14;4.36;0.01;2.0
1760900400.0;66.35;0.01;0.06;59.92;0.06;1.04;3.95;0.01;1.0
1760904000.0;66.43;0.01;0.08;59.09;0.06;0.97;3.64;0.01;1.0
1760907600.0;66.55;0.0;0.11;58.63;0.06;0.94;3.48;0.01;1.0
1760911200.0;66.29;0.0;0.11;58.15;0.06;0.94;3.44;0.02;1.0
1760914800.0;66.19;0.0;0.11;58.18;0.06;0.96;3.53;0.02;1.0
1760918400.0;66.22;0.0;0.11;58.73;0.06;0.98;3.66;0.02;1.0
1760922000.0;66.12;0.0;0.11;59.28;0.07;1.0;3.73;0.03;1.0
1760925600.0;66.17;0.0;0.12;59.93;0.07;1.01;3.74;0.03;1.0
1760929200.0;66.15;0.0;0.12;60.64;0.07;1.02;3.74;0.03;2.0
1760932800.0;65.96;0.0;0.12;60.18;0.07;1.03;3.81;0.04;2.0
1760936400.0;65.56;0.0;0.11;58.91;0.07;1.02;3.91;0.05;1.0
1760940000.0;65.24;0.0;0.1;57.84;0.07;1.01;3.94;0.06;1.0
1760943600.0;64.71;0.0;0.1;55.57;0.07;1.0;3.9;0.07;1.0
1760947200.0;64.1;0.0;0.12;52.72;0.06;0.97;3.8;0.09;1.0
1760950800.0;63.87;0.0;0.17;50.77;0.07;0.95;3.64;0.11;1.0
1760954400.0;64.44;0.02;0.33;49.12;0.07;0.92;3.52;0.11;1.0
1760958000.0;65.98;0.14;0.5;47.17;0.07;0.91;3.42;0.09;1.0
1760961600.0;67.16;0.22;0.51;47.03;0.07;0.89;3.31;0.09;1.0
1760965200.0;66.89;0.03;0.12;58.84;0.07;0.8;3.1;0.02;1.0
1760968800.0;66.67;0.02;0.08;58.49;0.06;0.76;2.96;0.01;1.0
1760972400.0;66.45;0.02;0.06;57.35;0.06;0.73;2.86;0.01;1.0
1760976000.0;66.54;0.02;0.06;56.36;0.06;0.71;2.77;0.01;1.0
1760979600.0;66.41;0.02;0.07;55.2;0.06;0.71;2.79;0.01;1.0
1760983200.0;66.24;0.02;0.07;54.32;0.06;0.72;2.88;0.01;1.0
1760986800.0;66.51;0.02;0.08;53.88;0.06;0.75;3.06;0.01;1.0
1760990400.0;66.86;0.02;0.11;53.72;0.06;0.78;3.24;0.01;1.0
1760994000.0;67.08;0.01;0.16;53.68;0.07;0.82;3.44;0.02;1.0
1760997600.0;67.03;0.0;0.18;53.43;0.07;0.87;3.75;0.02;1.0
1761001200.0;67.01;0.0;0.17;53.31;0.08;0.94;4.14;0.02;1.0
1761004800.0;66.95;0.0;0.16;53.55;0.08;1.01;4.54;0.03;1.0
1761008400.0;66.88;0.0;0.14;53.93;0.08;1.05;4.91;0.03;1.0
1761012000.0;66.91;0.0;0.14;54.7;0.09;1.08;5.21;0.03;1.0
1761015600.0;66.99;0.0;0.12;55.47;0.09;1.09;5.31;0.03;1.0
1761019200.0;67.0;0.0;0.11;55.96;0.09;1.07;5.21;0.03;1.0
1761022800.0;67.09;0.0;0.1;56.15;0.09;1.05;4.97;0.03;1.0
1761026400.0;67.27;0.0;0.1;55.92;0.1;1.02;4.72;0.04;1.0
1761030000.0;67.24;0.0;0.12;53.89;0.12;1.0;4.46;0.07;1.0
1761033600.0;67.12;0.0;0.16;51.01;0.13;0.98;4.15;0.11;1.0
1761037200.0;67.43;0.0;0.24;49.15;0.15;0.95;3.85;0.15;1.0
1761040800.0;68.32;0.03;0.42;48.26;0.17;0.92;3.5;0.15;1.0
1761044400.0;69.8;0.11;0.55;48.7;0.17;0.89;3.16;0.13;1.0
1761048000.0;69.91;0.11;0.44;51.57;0.17;0.83;2.84;0.1;1.0
1761051600.0;68.96;0.04;0.18;57.26;0.15;0.73;2.54;0.05;1.0
1761055200.0;68.27;0.03;0.13;57.0;0.13;0.68;2.37;0.04;1.0
1761058800.0;67.44;0.03;0.1;56.04;0.11;0.66;2.28;0.03;1.0
1761062400.0;66.86;0.02;0.08;55.15;0.09;0.66;2.23;0.02;1.0
1761066000.0;66.15;0.02;0.08;54.23;0.08;0.68;2.2;0.02;1.0
1761069600.0;65.77;0.02;0.08;53.84;0.07;0.7;2.21;0.01;1.0
1761073200.0;65.54;0.02;0.09;53.99;0.06;0.74;2.26;0.01;1.0
1761076800.0;65.67;0.02;0.12;54.61;0.06;0.79;2.38;0.02;1.0
1761080400.0;65.86;0.01;0.17;55.47;0.07;0.84;2.62;0.02;1.0
1761084000.0;65.93;0.0;0.17;56.68;0.07;0.89;3.0;0.02;1.0
1761087600.0;66.17;0.0;0.14;58.04;0.07;0.91;3.4;0.02;1.0
1761091200.0;66.6;0.0;0.15;59.14;0.09;0.94;3.78;0.02;1.0
1761094800.0;67.18;0.0;0.2;59.34;0.12;1.0;4.08;0.03;1.0
1761098400.0;67.72;0.0;0.27;58.92;0.15;1.06;4.28;0.04;1.0
1761102000.0;68.08;0.0;0.32;58.46;0.18;1.09;4.32;0.05;1.0
1761105600.0;68.35;0.0;0.36;57.84;0.21;1.08;4.19;0.07;1.0
1761109200.0;68.77;0.0;0.4;57.34;0.23;1.06;4.05;0.08;1.0
1761112800.0;69.1;0.0;0.43;57.28;0.25;1.04;3.97;0.08;1.0
1761116400.0;68.89;0.0;0.43;55.69;0.24;1.03;3.98;0.09;1.0
1761120000.0;68.71;0.0;0.44;53.37;0.23;1.01;3.95;0.09;1.0
1761123600.0;69.14;0.0;0.5;51.92;0.24;1.01;3.95;0.09;1.0
1761127200.0;70.14;0.06;0.6;51.53;0.26;1.02;4.04;0.11;1.0
1761130800.0;71.81;0.19;0.65;52.86;0.3;1.05;4.13;0.13;1.0
1761134400.0;72.24;0.16;0.52;57.32;0.34;1.09;4.11;0.15;1.0
1761138000.0;71.45;0.06;0.24;64.46;0.37;1.11;3.93;0.12;2.0
1761141600.0;71.0;0.04;0.17;64.71;0.34;1.22;3.84;0.11;2.0
1761145200.0;70.52;0.04;0.14;63.59;0.31;1.37;3.8;0.1;2.0
1761148800.0;69.96;0.03;0.13;61.86;0.27;1.52;3.75;0.09;2.0
1761152400.0;69.26;0.03;0.13;60.12;0.24;1.62;3.67;0.08;2.0
1761156000.0;68.36;0.03;0.14;58.79;0.21;1.66;3.58;0.07;1.0
1761159600.0;67.74;0.03;0.15;58.2;0.19;1.66;3.56;0.07;1.0
1761163200.0;67.41;0.03;0.18;58.2;0.17;1.63;3.59;0.06;1.0
1761166800.0;67.52;0.01;0.25;58.82;0.16;1.57;3.63;0.06;1.0
1761170400.0;67.69;0.0;0.3;59.75;0.16;1.49;3.72;0.05;1.0
1761174000.0;68.06;0.0;0.33;60.86;0.17;1.44;3.98;0.05;2.0
1761177600.0;68.39;0.0;0.34;61.6;0.19;1.44;4.38;0.05;2.0
1761181200.0;68.39;0.0;0.35;61.45;0.21;1.43;4.77;0.06;2.0
1761184800.0;68.43;0.0;0.37;61.06;0.24;1.45;5.09;0.06;2.0
1761188400.0;68.4;0.0;0.38;60.41;0.26;1.46;5.25;0.07;2.0
1761192000.0;68.64;0.0;0.45;57.96;0.27;1.46;5.07;0.1;1.0
1761195600.0;69.05;0.0;0.55;54.93;0.29;1.44;4.71;0.12;1.0
1761199200.0;69.53;0.0;0.61;53.29;0.31;1.43;4.51;0.12;1.0
1761202800.0;69.59;0.0;0.64;50.74;0.31;1.44;4.62;0.12;1.0
1761206400.0;70.48;0.0;0.73;48.09;0.36;1.54;5.1;0.15;1.0
1761210000.0;72.43;0.0;0.9;46.4;0.45;1.69;5.79;0.2;1.0
1761213600.0;75.88;0.13;1.09;45.85;0.56;1.87;6.49;0.25;1.0
1761217200.0;80.48;0.38;1.2;46.92;0.65;2.06;6.99;0.27;1.0
1761220800.0;83.97;0.4;1.15;51.54;0.76;2.32;7.28;0.33;1.0
1761224400.0;84.72;0.11;0.55;68.43;1.09;2.58;7.07;0.4;2.0
1761228000.0;84.68;0.07;0.32;72.11;1.03;2.96;7.18;0.36;2.0
1761231600.0;83.82;0.05;0.24;74.36;0.96;3.31;7.4;0.33;2.0
1761235200.0;82.44;0.04;0.21;75.59;0.89;3.58;7.59;0.29;2.0
1761238800.0;80.43;0.04;0.21;76.16;0.83;3.67;7.72;0.26;2.0
1761242400.0;78.15;0.05;0.22;76.55;0.79;3.56;7.65;0.23;2.0
1761246000.0;76.17;0.05;0.24;76.63;0.72;3.3;7.47;0.2;2.0
1761249600.0;74.41;0.04;0.29;75.53;0.61;2.93;7.12;0.16;2.0
1761253200.0;72.81;0.02;0.39;73.51;0.49;2.53;6.8;0.12;2.0
1761256800.0;71.07;0.0;0.4;70.57;0.38;2.16;6.47;0.09;2.0
1761260400.0;69.43;0.0;0.38;67.23;0.31;1.94;6.39;0.07;2.0
1761264000.0;68.12;0.0;0.4;63.86;0.29;1.86;6.59;0.08;2.0
1761267600.0;67.71;0.0;0.47;60.83;0.32;1.86;6.77;0.09;2.0
1761271200.0;67.78;0.0;0.56;58.67;0.36;1.91;6.94;0.1;1.0
1761274800.0;68.13;0.0;0.63;57.78;0.39;1.99;7.24;0.12;1.0
1761278400.0;68.81;0.0;0.69;57.11;0.42;2.07;7.64;0.13;1.0
1761282000.0;69.72;0.0;0.76;56.39;0.45;2.15;8.07;0.13;1.0
1761285600.0;71.13;0.0;0.81;56.33;0.49;2.24;8.51;0.15;1.0
1761289200.0;72.49;0.0;0.82;54.24;0.51;2.36;8.93;0.16;1.0
1761292800.0;74.7;0.0;0.88;51.61;0.58;2.54;9.52;0.21;1.0
1761296400.0;78.19;0.0;1.06;49.65;0.73;2.81;10.37;0.29;1.0
1761300000.0;82.87;0.12;1.34;48.47;0.91;3.13;11.32;0.35;1.0
1761303600.0;88.46;0.38;1.51;49.08;1.07;3.52;12.31;0.4;1.0
1761307200.0;92.98;0.42;1.43;53.88;1.26;4.04;13.18;0.48;1.0
1761310800.0;97.28;0.16;0.83;73.43;2.04;5.06;14.31;0.68;2.0
1761314400.0;99.48;0.1;0.54;80.08;2.05;6.17;15.27;0.67;2.0
1761318000.0;99.89;0.08;0.41;84.68;1.98;7.18;16.02;0.64;2.0
1761321600.0;99.54;0.07;0.37;87.96;1.88;7.99;16.58;0.59;2.0
1761325200.0;98.45;0.07;0.38;90.18;1.78;8.52;16.98;0.53;2.0
1761328800.0;96.12;0.07;0.41;91.8;1.67;8.51;16.92;0.47;2.0
1761332400.0;93.26;0.07;0.46;92.63;1.54;8.14;16.85;0.42;2.0
1761336000.0;90.74;0.07;0.6;92.29;1.4;7.65;16.87;0.37;2.0
1761339600.0;89.36;0.03;0.9;90.57;1.28;7.08;16.74;0.34;2.0
1761343200.0;87.92;0.0;1.12;86.27;1.14;6.28;16.11;0.3;2.0
1761346800.0;86.15;0.0;1.19;79.84;1.0;5.45;15.27;0.25;2.0
1761350400.0;84.73;0.0;1.23;73.27;0.91;4.85;14.6;0.22;2.0
1761354000.0;83.98;0.0;1.36;62.85;0.7;4.62;14.22;0.16;2.0
1761357600.0;83.67;0.0;1.48;54.98;0.55;4.66;14.59;0.15;1.0
1761361200.0;82.73;0.0;1.5;51.77;0.53;4.81;15.7;0.17;1.0
1761364800.0;82.33;0.0;1.44;50.44;0.56;5.11;17.28;0.2;1.0
1761368400.0;83.36;0.0;1.42;49.75;0.66;5.56;19.24;0.24;1.0
1761372000.0;86.18;0.0;1.46;49.3;0.84;6.13;21.42;0.29;2.0
1761375600.0;91.06;0.0;1.58;48.66;1.1;6.82;23.62;0.37;2.0
1761379200.0;97.66;0.0;1.79;47.13;1.36;7.61;25.58;0.43;2.0
1761382800.0;106.28;0.0;2.11;45.46;1.68;8.55;27.27;0.52;2.0
1761386400.0;115.25;0.12;2.53;44.06;2.05;9.51;29.15;0.6;2.0
1761390000.0;123.2;0.43;2.47;44.98;2.29;10.49;30.84;0.65;2.0
1761393600.0;129.88;0.48;2.08;53.01;2.5;11.85;32.57;0.71;2.0
1761397200.0;150.0;0.24;1.37;85.42;3.94;15.63;38.31;1.29;2.0
1761400800.0;161.3;0.13;0.84;99.58;4.16;19.46;42.8;1.39;2.0
1761404400.0;170.29;0.1;0.7;109.58;4.25;23.37;47.38;1.34;3.0
1761408000.0;176.27;0.09;0.71;117.32;4.16;26.86;51.25;1.18;3.0
1761411600.0;177.28;0.09;0.76;121.85;3.81;29.09;53.17;0.96;3.0
1761415200.0;173.52;0.09;0.83;125.75;3.5;29.82;52.79;0.81;3.0
1761418800.0;166.4;0.09;0.96;126.86;3.12;29.12;50.41;0.69;3.0
1761422400.0;159.27;0.08;1.25;123.8;2.64;28.04;48.01;0.57;3.0
1761426000.0;157.2;0.02;1.74;119.66;2.39;27.38;46.44;0.53;3.0
1761429600.0;156.2;0.0;2.12;107.52;2.01;26.68;44.84;0.42;3.0
1761433200.0;153.95;0.0;2.27;92.98;1.64;25.68;43.2;0.34;3.0
1761436800.0;151.84;0.0;2.25;81.19;1.41;24.6;41.81;0.34;2.0
1761440400.0;149.57;0.0;2.36;76.32;1.48;23.16;40.18;0.55;2.0
1761444000.0;150.1;0.0;2.62;76.37;1.66;21.73;38.65;0.81;2.0
1761447600.0;150.29;0.0;2.7;74.61;1.71;20.51;37.19;0.97;2.0
1761451200.0;149.84;0.0;2.55;71.17;1.65;19.99;36.11;1.07;2.0
1761454800.0;148.13;0.0;2.31;66.79;1.53;20.03;36.48;1.11;2.0
1761458400.0;144.13;0.0;2.09;61.45;1.37;20.17;36.99;1.08;2.0
1761462000.0;139.01;0.0;1.74;50.97;0.96;20.46;37.51;0.56;2.0
1761465600.0;137.45;0.0;1.62;43.64;0.76;21.32;38.64;0.41;2.0
1761469200.0;139.26;0.0;1.7;38.49;0.69;22.65;40.24;0.4;2.0
1761472800.0;142.93;0.04;2.05;34.46;0.66;23.76;41.58;0.36;2.0
1761476400.0;147.07;0.17;2.4;32.89;0.66;24.5;42.51;0.3;2.0
1761480000.0;150.6;0.24;2.41;36.79;0.71;25.13;43.49;0.34;3.0
1761483600.0;169.11;0.15;1.93;69.14;1.38;26.36;45.76;0.86;3.0
1761487200.0;166.37;0.11;1.41;74.68;1.25;26.53;45.38;0.85;3.0
1761490800.0;159.53;0.09;0.99;77.8;1.06;25.94;44.39;0.69;3.0
1761494400.0;152.06;0.08;0.67;80.87;0.89;25.31;43.58;0.55;3.0
1761498000.0;144.2;0.07;0.56;81.03;0.76;24.11;42.38;0.43;2.0
1761501600.0;136.64;0.06;0.55;79.4;0.7;22.36;41.12;0.35;2.0
1761505200.0;130.05;0.03;0.65;76.49;0.67;20.23;39.72;0.29;2.0
1761508800.0;125.09;0.02;0.8;72.36;0.64;18.36;38.19;0.25;2.0
1761512400.0;122.26;0.0;0.95;68.79;0.62;17.06;36.92;0.23;2.0
1761516000.0;120.04;0.0;1.12;61.87;0.55;16.23;35.63;0.21;2.0
1761519600.0;116.66;0.0;1.23;54.11;0.48;15.57;34.15;0.2;2.0
1761523200.0;112.2;0.0;1.2;48.48;0.42;14.89;32.34;0.21;2.0
1761526800.0;107.07;0.0;1.11;44.47;0.38;14.23;30.23;0.22;2.0
1761530400.0;102.56;0.0;1.03;42.05;0.33;13.48;28.01;0.21;2.0
1761534000.0;98.48;0.0;0.89;41.97;0.3;12.53;25.46;0.23;2.0
1761537600.0;96.83;0.0;0.7;47.84;0.39;11.36;21.51;0.37;2.0
1761541200.0;94.52;0.0;0.63;46.71;0.43;10.43;17.16;0.45;2.0
1761544800.0;93.57;0.0;0.59;45.55;0.45;9.81;14.31;0.52;1.0
1761548400.0;92.38;0.0;0.56;41.92;0.46;9.37;12.26;0.51;1.0
1761552000.0;90.94;0.0;0.55;37.64;0.45;9.08;10.95;0.5;1.0
1761555600.0;90.25;0.0;0.6;35.27;0.41;8.94;10.28;0.52;1.0
1761559200.0;90.99;0.01;0.81;34.09;0.39;8.84;9.89;0.55;1.0
1761562800.0;93.07;0.03;1.1;33.68;0.36;8.8;9.64;0.54;1.0
1761566400.0;95.2;0.05;1.18;34.96;0.33;8.86;9.56;0.56;1.0
1761570000.0;99.39;0.04;0.9;46.51;0.3;8.72;9.29;0.68;1.0
1761573600.0;100.3;0.04;0.8;47.74;0.26;8.7;9.22;0.63;1.0
1761577200.0;100.48;0.04;0.71;47.92;0.22;8.64;9.15;0.58;1.0
1761580800.0;100.76;0.04;0.61;49.16;0.19;8.54;9.04;0.55;1.0
1761584400.0;100.62;0.03;0.57;50.58;0.18;8.31;8.81;0.53;1.0
1761588000.0;99.75;0.03;0.55;51.75;0.17;7.91;8.39;0.51;1.0
1761591600.0;98.9;0.02;0.57;52.66;0.16;7.56;8.08;0.47;1.0
1761595200.0;97.95;0.01;0.65;52.57;0.16;7.27;7.9;0.43;1.0
1761598800.0;97.5;0.0;0.72;52.23;0.17;6.97;7.71;0.41;1.0
1761602400.0;96.12;0.0;0.82;48.38;0.17;6.61;7.4;0.34;1.0
1761606000.0;94.5;0.0;0.88;43.18;0.18;6.25;7.04;0.29;1.0
1761609600.0;93.51;0.0;0.88;39.82;0.18;5.98;6.75;0.27;1.0
1761613200.0;92.78;0.0;0.88;37.18;0.18;5.79;6.54;0.27;1.0
1761616800.0;92.79;0.0;0.9;35.18;0.2;5.68;6.4;0.26;1.0
1761620400.0;94.03;0.0;0.92;33.49;0.23;5.6;6.27;0.26;1.0
1761624000.0;94.97;0.0;0.94;30.25;0.27;5.58;6.27;0.26;1.0
1761627600.0;95.26;0.0;0.98;26.74;0.31;5.61;6.38;0.26;1.0
1761631200.0;95.82;0.0;1.07;24.52;0.37;5.66;6.52;0.3;1.0
1761634800.0;96.01;0.0;1.14;23.23;0.41;5.7;6.68;0.33;1.0
1761638400.0;95.66;0.01;1.17;22.56;0.44;5.73;6.81;0.36;1.0
1761642000.0;95.07;0.01;1.21;22.33;0.47;5.74;6.97;0.38;1.0
1761645600.0;95.86;0.11;1.28;22.79;0.49;5.73;7.1;0.41;1.0
1761649200.0;97.87;0.28;1.3;24.2;0.47;5.74;7.12;0.4;1.0
1761652800.0;99.1;0.32;1.24;27.58;0.44;5.8;7.16;0.41;1.0
1761656400.0;110.42;0.08;0.66;53.87;0.42;5.84;7.05;0.65;1.0
