dt;co;no;no2;o3;so2;pm2_5;pm_10;nh3;aqi
1761660000.0;111.4;0.06;0.44;57.99;0.37;6.08;7.26;0.61;1.0
1761663600.0;110.33;0.05;0.33;58.06;0.32;6.12;7.26;0.54;1.0
1761667200.0;109.23;0.03;0.28;58.42;0.25;5.9;6.93;0.5;1.0
1761670800.0;108.67;0.02;0.27;58.12;0.21;5.76;6.79;0.47;1.0
1761674400.0;109.27;0.02;0.28;59.1;0.18;5.86;6.97;0.47;1.0
1761678000.0;110.8;0.01;0.28;62.48;0.14;6.1;7.15;0.5;2.0
1761681600.0;111.92;0.01;0.33;64.83;0.12;6.55;7.65;0.5;2.0
1761685200.0;113.08;0.0;0.4;67.16;0.12;7.2;8.37;0.49;2.0
1761688800.0;114.04;0.0;0.44;68.5;0.15;7.98;9.14;0.5;2.0
1761692400.0;115.53;0.0;0.48;68.6;0.21;8.79;9.93;0.51;2.0
1761696000.0;117.66;0.0;0.52;68.92;0.28;9.69;10.82;0.52;2.0
1761699600.0;120.2;0.0;0.62;66.07;0.35;10.59;11.83;0.48;2.0
1761703200.0;123.77;0.0;0.79;61.07;0.42;11.4;12.82;0.43;2.0
1761706800.0;127.65;0.0;0.91;57.37;0.47;12.17;13.73;0.41;2.0
1761710400.0;130.85;0.0;0.94;53.77;0.48;12.75;14.31;0.39;2.0
1761714000.0;132.57;0.0;0.93;50.67;0.47;13.17;14.69;0.37;2.0
1761717600.0;133.02;0.0;0.94;48.77;0.47;13.48;14.98;0.35;2.0
1761721200.0;132.74;0.0;0.96;46.97;0.48;13.71;15.19;0.36;2.0
1761724800.0;130.76;0.0;0.98;44.4;0.48;13.81;15.24;0.37;2.0
1761728400.0;129.17;0.01;1.09;41.89;0.49;13.83;15.27;0.39;2.0
1761732000.0;131.33;0.21;1.29;39.73;0.5;13.98;15.59;0.36;2.0
1761735600.0;133.81;0.63;1.29;39.77;0.49;14.07;15.89;0.31;2.0
1761739200.0;135.93;0.6;1.24;46.17;0.49;14.33;16.26;0.33;2.0
1761742800.0;179.76;0.15;1.03;80.81;0.79;16.99;19.18;0.58;2.0
1761746400.0;173.92;0.07;0.68;83.92;0.61;16.76;18.94;0.51;2.0
1761750000.0;148.22;0.04;0.56;76.34;0.42;14.07;16.92;0.38;2.0
1761753600.0;122.08;0.03;0.55;65.68;0.29;9.32;12.16;0.24;2.0
1761757200.0;100.36;0.02;0.48;56.56;0.22;5.39;9.09;0.12;1.0
1761760800.0;87.7;0.01;0.38;52.16;0.17;3.72;9.06;0.06;1.0
1761764400.0;81.7;0.01;0.27;51.12;0.13;3.76;11.01;0.03;1.0
1761768000.0;78.04;0.0;0.23;50.31;0.12;4.5;13.82;0.02;1.0
1761771600.0;74.56;0.0;0.24;48.95;0.12;5.21;16.51;0.02;1.0
1761775200.0;71.39;0.0;0.22;47.79;0.15;5.65;18.98;0.02;1.0
1761778800.0;69.55;0.0;0.2;47.53;0.15;5.59;19.65;0.02;1.0
1761782400.0;68.66;0.0;0.18;47.92;0.14;5.2;18.69;0.02;1.0
1761786000.0;68.3;0.0;0.19;47.7;0.14;4.75;17.28;0.02;1.0
1761789600.0;68.48;0.0;0.21;46.88;0.13;4.36;15.93;0.03;1.0
1761793200.0;68.59;0.0;0.21;46.2;0.13;4.0;14.57;0.03;1.0
1761796800.0;68.59;0.0;0.19;45.56;0.13;3.76;14.18;0.03;1.0
1761800400.0;68.74;0.0;0.18;45.46;0.13;3.58;14.33;0.04;1.0
1761804000.0;68.93;0.0;0.17;45.79;0.13;3.42;14.29;0.04;1.0
1761807600.0;69.58;0.0;0.17;46.73;0.13;3.24;13.76;0.04;1.0
1761811200.0;70.32;0.0;0.17;47.84;0.14;3.05;12.91;0.04;1.0
1761814800.0;71.3;0.0;0.19;48.94;0.13;2.87;12.16;0.03;1.0
1761818400.0;72.64;0.0;0.23;50.39;0.12;2.67;11.42;0.03;1.0
1761822000.0;74.43;0.01;0.28;52.21;0.12;2.45;10.58;0.03;1.0
1761825600.0;75.95;0.01;0.25;54.51;0.11;2.24;9.72;0.02;1.0
1761829200.0;77.06;0.02;0.17;56.65;0.1;2.03;8.71;0.01;1.0
1761832800.0;77.85;0.02;0.14;57.3;0.1;1.87;7.85;0.01;1.0
1761836400.0;77.91;0.02;0.12;57.45;0.1;1.76;7.21;0.01;1.0
1761840000.0;77.93;0.02;0.11;57.31;0.1;1.69;6.88;0.01;1.0
1761843600.0;77.64;0.02;0.12;56.93;0.1;1.62;6.7;0.02;1.0
1761847200.0;77.05;0.01;0.13;56.42;0.09;1.58;6.49;0.02;1.0
1761850800.0;76.56;0.01;0.15;56.02;0.09;1.53;6.19;0.02;1.0
1761854400.0;75.98;0.01;0.19;55.41;0.09;1.48;5.86;0.02;1.0
1761858000.0;75.4;0.0;0.23;54.86;0.09;1.43;5.56;0.02;1.0
1761861600.0;74.84;0.0;0.22;54.39;0.08;1.39;5.31;0.02;1.0
1761865200.0;74.64;0.0;0.21;54.14;0.08;1.36;5.16;0.02;1.0
1761868800.0;74.8;0.0;0.19;54.1;0.09;1.36;5.19;0.02;1.0
1761872400.0;74.78;0.0;0.27;50.67;0.11;1.4;5.11;0.05;1.0
1761876000.0;75.46;0.0;0.41;46.15;0.14;1.45;5.04;0.07;1.0
1761879600.0;76.44;0.0;0.48;43.61;0.18;1.52;5.1;0.09;1.0
1761883200.0;77.39;0.0;0.49;41.38;0.33;1.58;5.14;0.12;1.0
1761886800.0;77.83;0.0;0.48;39.53;0.38;1.66;5.24;0.13;1.0
1761890400.0;77.84;0.0;0.47;38.6;0.36;1.72;5.42;0.14;1.0
1761894000.0;77.44;0.0;0.46;38.39;0.33;1.77;5.37;0.14;1.0
1761897600.0;77.44;0.0;0.5;38.52;0.32;1.79;5.08;0.15;1.0
1761901200.0;77.75;0.0;0.63;38.86;0.33;1.79;4.72;0.15;1.0
1761904800.0;79.46;0.01;0.92;39.59;0.31;1.8;4.39;0.13;1.0
1761908400.0;81.88;0.07;1.23;40.09;0.29;1.78;4.09;0.1;1.0
1761912000.0;83.15;0.13;1.24;41.64;0.29;1.73;3.74;0.08;1.0
1761915600.0;84.69;0.09;0.86;51.83;0.35;1.65;3.41;0.08;1.0
1761919200.0;84.21;0.09;0.62;54.05;0.33;1.56;3.09;0.07;1.0
1761922800.0;83.43;0.07;0.41;55.45;0.3;1.5;2.85;0.06;1.0
1761926400.0;82.8;0.05;0.28;56.32;0.27;1.48;2.73;0.05;1.0
1761930000.0;81.61;0.04;0.23;56.29;0.25;1.48;2.73;0.05;1.0
1761933600.0;80.31;0.04;0.22;56.15;0.23;1.46;2.76;0.05;1.0
1761937200.0;79.5;0.04;0.23;56.23;0.22;1.47;2.92;0.05;1.0
1761940800.0;80.13;0.05;0.34;55.96;0.26;1.54;3.28;0.06;1.0
1761944400.0;83.4;0.03;0.62;55.34;0.37;1.7;3.84;0.1;1.0
1761948000.0;88.96;0.0;1.01;54.31;0.52;1.91;4.48;0.14;1.0
1761951600.0;93.59;0.0;1.25;53.82;0.64;2.12;5.05;0.17;1.0
1761955200.0;96.31;0.0;1.37;53.71;0.73;2.31;5.54;0.19;1.0
1761958800.0;97.12;0.0;1.47;49.2;0.64;2.52;5.96;0.18;1.0
1761962400.0;97.13;0.0;1.56;44.12;0.57;2.74;6.47;0.19;1.0
1761966000.0;96.84;0.0;1.57;40.97;0.55;2.91;6.96;0.22;1.0
1761969600.0;97.2;0.0;1.57;38.05;0.56;3.1;7.25;0.27;1.0
1761973200.0;99.39;0.0;1.74;35.17;0.61;3.37;7.73;0.32;1.0
1761976800.0;102.27;0.0;2.0;32.59;0.7;3.67;8.33;0.38;1.0
1761980400.0;104.56;0.0;2.17;30.36;0.76;3.97;8.99;0.44;1.0
1761984000.0;105.71;0.0;2.18;28.6;0.78;4.23;9.7;0.47;1.0
1761987600.0;106.65;0.02;2.18;27.24;0.8;4.45;10.29;0.5;1.0
1761991200.0;107.89;0.31;2.0;27.08;0.82;4.63;11.12;0.45;1.0
1761994800.0;110.52;0.65;1.83;28.79;0.81;4.87;12.22;0.36;1.0
1761998400.0;114.59;0.6;1.79;34.91;0.87;5.36;13.59;0.38;1.0
1762002000.0;131.88;0.2;1.2;59.64;1.32;6.47;14.44;0.44;1.0
1762005600.0;138.68;0.11;0.78;67.32;1.25;7.42;14.91;0.4;2.0
1762009200.0;141.42;0.09;0.61;72.69;1.22;8.49;16.07;0.38;2.0
1762012800.0;143.37;0.07;0.59;76.73;1.19;9.54;17.23;0.36;2.0
1762016400.0;145.19;0.06;0.63;79.2;1.18;10.73;18.75;0.33;2.0
1762020000.0;149.02;0.05;0.68;82.91;1.2;12.3;20.83;0.28;2.0
1762023600.0;154.44;0.05;0.79;87.6;1.26;14.14;23.3;0.25;2.0
1762027200.0;159.47;0.04;1.05;90.39;1.32;15.93;26.01;0.23;2.0
1762030800.0;165.4;0.01;1.36;92.18;1.42;17.58;28.55;0.25;2.0
1762034400.0;171.5;0.0;1.58;92.43;1.54;18.87;30.58;0.28;2.0
1762038000.0;174.18;0.0;1.69;89.32;1.57;19.3;31.43;0.29;2.0
1762041600.0;174.01;0.0;1.71;83.65;1.49;18.96;31.26;0.29;2.0
1762045200.0;170.83;0.0;1.67;72.75;1.28;18.02;29.52;0.26;2.0
1762048800.0;168.39;0.0;1.63;62.24;1.08;17.34;28.13;0.27;2.0
1762052400.0;167.98;0.0;1.59;55.4;0.98;17.08;27.39;0.32;2.0
1762056000.0;168.48;0.0;1.55;50.67;0.94;17.12;26.53;0.41;2.0
1762059600.0;168.6;0.0;1.53;47.15;0.9;17.17;26.01;0.47;2.0
1762063200.0;167.43;0.0;1.52;44.43;0.86;16.97;25.54;0.53;2.0
1762066800.0;164.04;0.0;1.51;42.07;0.83;16.32;23.99;0.55;2.0
1762070400.0;161.29;0.0;1.53;39.16;0.78;15.69;22.31;0.53;2.0
1762074000.0;162.68;0.0;1.69;36.23;0.77;15.62;21.59;0.51;2.0
1762077600.0;170.29;0.02;2.16;33.8;0.76;15.94;21.39;0.42;2.0
1762081200.0;180.78;0.08;2.64;31.81;0.73;16.2;21.0;0.3;2.0
1762084800.0;190.57;0.15;2.76;32.21;0.72;16.33;20.54;0.23;2.0
1762088400.0;208.88;0.12;2.9;40.62;0.74;15.83;19.14;0.2;2.0
1762092000.0;207.37;0.09;2.7;42.9;0.61;13.86;16.25;0.15;2.0
1762095600.0;195.04;0.06;2.36;43.68;0.51;11.49;13.19;0.12;2.0
1762099200.0;179.41;0.02;2.02;44.94;0.46;8.97;10.06;0.08;1.0
1762102800.0;161.46;0.01;1.65;45.46;0.44;6.9;7.72;0.06;1.0
1762106400.0;142.41;0.01;1.3;46.24;0.41;5.34;6.15;0.04;1.0
1762110000.0;126.47;0.01;1.01;46.52;0.4;4.33;5.35;0.04;1.0
1762113600.0;117.57;0.0;0.89;45.49;0.43;3.81;4.96;0.05;1.0
1762117200.0;112.82;0.0;0.88;44.17;0.48;3.53;4.72;0.05;1.0
1762120800.0;108.68;0.0;0.82;43.05;0.44;3.33;4.57;0.06;1.0
1762124400.0;104.28;0.0;0.7;42.13;0.32;3.05;4.35;0.06;1.0
1762128000.0;101.42;0.0;0.58;41.86;0.23;2.72;3.99;0.06;1.0
1762131600.0;99.25;0.0;0.54;37.7;0.18;2.56;4.01;0.09;1.0
1762135200.0;97.64;0.0;0.58;32.7;0.16;2.58;4.3;0.13;1.0
1762138800.0;96.24;0.01;0.62;29.27;0.15;2.62;4.33;0.17;1.0
1762142400.0;95.36;0.01;0.64;26.25;0.22;2.7;4.15;0.22;1.0
1762146000.0;95.87;0.0;0.61;24.9;0.27;2.78;4.0;0.24;1.0
1762149600.0;98.09;0.0;0.56;25.76;0.3;2.84;3.92;0.23;1.0
1762153200.0;103.7;0.0;0.51;29.34;0.25;2.91;3.87;0.22;1.0
1762156800.0;109.97;0.0;0.48;32.05;0.2;3.02;3.91;0.2;1.0
1762160400.0;116.14;0.0;0.51;33.56;0.17;3.14;3.99;0.2;1.0
1762164000.0;122.36;0.02;0.62;34.75;0.16;3.24;4.08;0.17;1.0
1762167600.0;127.71;0.1;0.77;35.41;0.15;3.35;4.25;0.14;1.0
1762171200.0;132.71;0.17;0.8;37.48;0.15;3.54;4.5;0.15;1.0
1762174800.0;155.84;0.07;0.73;48.9;0.18;4.27;5.21;0.22;1.0
1762178400.0;163.21;0.08;0.65;50.68;0.18;4.59;5.59;0.22;1.0
1762182000.0;162.15;0.07;0.52;52.03;0.19;4.76;5.92;0.2;1.0
1762185600.0;159.29;0.06;0.45;52.98;0.23;5.01;6.28;0.19;1.0
1762189200.0;147.84;0.04;0.42;52.18;0.26;4.77;6.15;0.15;1.0
1762192800.0;131.81;0.02;0.4;50.52;0.28;3.98;5.44;0.1;1.0
1762196400.0;115.55;0.02;0.38;47.7;0.29;3.17;4.75;0.07;1.0
1762200000.0;106.19;0.03;0.44;44.69;0.29;2.76;4.43;0.06;1.0
1762203600.0;102.39;0.02;0.58;42.53;0.29;2.56;4.16;0.07;1.0
1762207200.0;100.58;0.0;0.87;37.31;0.28;2.49;4.01;0.09;1.0
1762210800.0;99.09;0.0;1.05;31.99;0.28;2.5;3.99;0.13;1.0
1762214400.0;97.93;0.01;1.08;28.91;0.3;2.55;4.04;0.2;1.0
1762218000.0;98.07;0.01;1.17;26.98;0.34;2.67;4.23;0.3;1.0
1762221600.0;99.48;0.01;1.33;25.6;0.35;2.82;4.53;0.42;1.0
1762225200.0;99.79;0.01;1.44;25.03;0.35;2.93;4.79;0.56;1.0
1762228800.0;99.17;0.0;1.39;24.65;0.33;3.0;4.99;0.66;1.0
1762232400.0;96.26;0.0;1.18;23.88;0.28;2.95;5.05;0.54;1.0
1762236000.0;91.87;0.0;0.95;23.8;0.23;2.81;5.02;0.35;1.0
1762239600.0;87.84;0.0;0.76;25.47;0.2;2.6;4.8;0.21;1.0
1762243200.0;84.99;0.0;0.63;26.79;0.18;2.43;4.45;0.15;1.0
1762246800.0;83.79;0.0;0.59;28.0;0.17;2.33;4.23;0.12;1.0
1762250400.0;83.87;0.02;0.61;29.83;0.17;2.28;4.25;0.09;1.0
1762254000.0;84.23;0.07;0.64;30.67;0.17;2.29;4.43;0.08;1.0
1762257600.0;84.62;0.12;0.57;32.13;0.18;2.32;4.66;0.07;1.0
1762261200.0;84.18;0.12;0.44;34.39;0.18;2.37;4.93;0.06;1.0
1762264800.0;83.5;0.09;0.34;36.62;0.18;2.48;5.35;0.06;1.0
1762268400.0;82.7;0.06;0.26;38.78;0.19;2.63;5.93;0.05;1.0
1762272000.0;83.33;0.04;0.19;42.12;0.17;2.65;6.22;0.04;1.0
1762275600.0;83.5;0.04;0.18;42.77;0.17;2.73;6.67;0.04;1.0
1762279200.0;82.69;0.04;0.17;42.46;0.17;2.88;7.25;0.03;1.0
1762282800.0;81.13;0.05;0.2;41.34;0.17;3.02;7.77;0.04;1.0
1762286400.0;79.24;0.06;0.3;39.41;0.17;3.16;8.11;0.04;1.0
1762290000.0;77.77;0.04;0.48;37.55;0.2;3.27;8.28;0.05;1.0
1762293600.0;76.3;0.0;0.7;35.41;0.3;3.43;8.49;0.07;1.0
1762297200.0;77.45;0.0;0.93;33.51;0.45;3.74;9.12;0.12;1.0
1762300800.0;81.67;0.0;1.23;32.32;0.65;4.24;10.14;0.17;1.0
1762304400.0;87.53;0.0;1.49;30.94;0.78;4.99;11.58;0.2;1.0
1762308000.0;94.75;0.0;1.67;30.22;0.84;6.06;13.59;0.22;1.0
1762311600.0;103.64;0.0;1.84;30.4;0.89;7.44;16.29;0.26;1.0
1762315200.0;114.32;0.0;2.01;29.65;0.91;9.01;19.22;0.33;1.0
1762318800.0;124.51;0.0;2.12;28.26;0.88;10.46;21.71;0.39;2.0
1762322400.0;132.78;0.0;2.17;27.39;0.85;11.6;23.55;0.46;2.0
1762326000.0;138.22;0.0;2.14;26.58;0.82;12.15;24.57;0.52;2.0
1762329600.0;147.21;0.01;2.21;25.07;0.77;12.68;25.55;0.54;2.0
1762333200.0;162.96;0.03;2.45;22.96;0.77;13.62;26.38;0.56;2.0
1762336800.0;186.36;0.4;2.58;22.49;0.81;15.36;28.22;0.51;2.0
1762340400.0;208.63;0.85;2.55;27.65;0.84;17.53;31.25;0.45;2.0
1762344000.0;227.68;0.62;2.34;41.75;0.88;20.53;34.51;0.52;2.0
1762347600.0;312.71;0.18;2.0;81.23;1.57;30.01;44.04;1.01;3.0
1762351200.0;327.56;0.09;1.6;91.55;1.44;32.03;45.9;1.0;3.0
1762354800.0;338.41;0.07;1.49;99.82;1.47;34.94;49.04;1.03;3.0
1762358400.0;350.0;0.06;1.52;105.88;1.41;36.91;48.64;1.07;3.0
1762362000.0;356.37;0.07;1.58;107.09;1.16;37.06;45.87;1.03;3.0
1762365600.0;358.51;0.08;1.63;105.6;0.93;36.54;43.07;0.88;3.0
1762369200.0;350.94;0.11;1.81;95.71;0.69;35.58;40.54;0.7;3.0
1762372800.0;338.11;0.14;2.22;83.81;0.49;34.54;38.81;0.52;3.0
1762376400.0;325.5;0.08;2.67;74.75;0.38;33.54;37.82;0.4;3.0
1762380000.0;316.16;0.0;2.67;69.41;0.35;33.02;37.92;0.32;3.0
1762383600.0;292.75;0.0;2.08;66.18;0.37;31.8;38.87;0.23;3.0
1762387200.0;243.39;0.0;1.43;64.08;0.43;28.18;40.74;0.23;3.0
1762390800.0;174.4;0.0;0.72;74.88;0.57;18.45;32.28;0.5;2.0
1762394400.0;136.5;0.0;0.49;70.01;0.53;13.9;30.34;0.49;2.0
1762398000.0;114.25;0.0;0.35;62.01;0.45;10.67;28.81;0.4;2.0
1762401600.0;97.42;0.0;0.24;53.73;0.4;8.15;25.67;0.28;2.0
1762405200.0;85.66;0.0;0.17;48.23;0.35;6.83;24.06;0.17;2.0
1762408800.0;77.78;0.0;0.12;45.86;0.33;6.37;24.64;0.11;2.0
1762412400.0;72.27;0.0;0.1;45.35;0.32;6.05;23.99;0.08;2.0
1762416000.0;69.53;0.0;0.1;45.83;0.3;5.59;21.36;0.08;2.0
1762419600.0;68.32;0.0;0.11;46.44;0.29;5.07;18.41;0.08;1.0
1762423200.0;68.22;0.0;0.15;47.12;0.27;4.64;16.84;0.07;1.0
1762426800.0;68.88;0.01;0.21;48.3;0.27;4.3;16.16;0.05;1.0
1762430400.0;69.55;0.01;0.2;49.58;0.27;3.99;15.22;0.04;1.0
1762434000.0;69.85;0.02;0.14;50.55;0.27;3.68;13.85;0.03;1.0
1762437600.0;70.06;0.02;0.11;50.75;0.25;3.38;12.28;0.03;1.0
1762441200.0;70.03;0.02;0.09;50.4;0.23;3.13;10.88;0.03;1.0
1762444800.0;69.79;0.02;0.08;49.85;0.21;2.95;10.04;0.02;1.0
1762448400.0;69.26;0.02;0.08;49.02;0.2;2.8;9.52;0.02;1.0
1762452000.0;68.58;0.01;0.09;48.26;0.19;2.67;9.09;0.02;1.0
1762455600.0;67.99;0.01;0.1;47.67;0.19;2.57;8.62;0.02;1.0
1762459200.0;67.42;0.01;0.13;47.1;0.19;2.53;8.48;0.02;1.0
1762462800.0;66.87;0.01;0.16;46.51;0.2;2.56;8.8;0.02;1.0
1762466400.0;66.17;0.0;0.17;45.96;0.21;2.63;9.55;0.02;1.0
1762470000.0;65.56;0.0;0.15;45.52;0.22;2.69;10.28;0.02;1.0
1762473600.0;65.05;0.0;0.14;45.17;0.23;2.73;10.72;0.02;1.0
1762477200.0;64.36;0.0;0.13;44.81;0.23;2.75;11.07;0.02;1.0
1762480800.0;63.97;0.0;0.13;44.77;0.23;2.76;11.37;0.02;1.0
1762484400.0;63.64;0.0;0.12;44.83;0.23;2.74;11.56;0.02;1.0
1762488000.0;63.25;0.0;0.14;43.58;0.22;2.73;11.59;0.05;1.0
1762491600.0;62.87;0.0;0.15;41.52;0.21;2.72;11.47;0.08;1.0
1762495200.0;62.98;0.0;0.16;40.21;0.23;2.7;11.22;0.09;1.0
1762498800.0;63.57;0.0;0.19;39.64;0.26;2.67;10.9;0.1;1.0
1762502400.0;64.46;0.0;0.25;39.47;0.3;2.63;10.64;0.11;1.0
1762506000.0;65.61;0.0;0.35;39.58;0.34;2.61;10.44;0.11;1.0
1762509600.0;66.96;0.06;0.44;40.49;0.38;2.57;10.28;0.11;1.0
1762513200.0;68.37;0.14;0.5;42.43;0.4;2.5;9.99;0.13;1.0
1762516800.0;69.19;0.13;0.47;45.83;0.42;2.41;9.57;0.13;1.0
1762520400.0;69.24;0.07;0.31;50.66;0.4;2.25;8.85;0.1;1.0
1762524000.0;69.18;0.05;0.24;52.82;0.37;2.17;8.47;0.09;1.0
1762527600.0;68.6;0.03;0.19;54.1;0.35;2.19;8.65;0.08;1.0
1762531200.0;67.86;0.03;0.17;54.75;0.33;2.26;9.38;0.08;1.0
1762534800.0;66.9;0.03;0.15;54.56;0.33;2.34;10.25;0.07;1.0
1762538400.0;66.08;0.03;0.15;54.39;0.31;2.36;10.74;0.07;1.0
1762542000.0;65.6;0.03;0.19;54.19;0.29;2.33;10.85;0.07;1.0
1762545600.0;65.59;0.02;0.32;53.62;0.29;2.3;10.87;0.08;1.0
1762549200.0;66.99;0.01;0.53;53.56;0.36;2.34;11.09;0.11;1.0
1762552800.0;68.9;0.0;0.69;53.87;0.44;2.46;11.59;0.14;1.0
1762556400.0;70.66;0.0;0.8;54.11;0.53;2.71;12.61;0.17;1.0
1762560000.0;72.15;0.0;0.83;54.51;0.61;3.11;14.17;0.19;1.0
1762563600.0;74.73;0.0;0.91;54.3;0.72;3.78;16.38;0.23;1.0
1762567200.0;80.11;0.0;1.22;53.35;0.88;4.62;18.53;0.3;1.0
1762570800.0;90.36;0.0;1.71;52.14;1.1;5.63;20.43;0.42;2.0
1762574400.0;100.42;0.0;2.06;47.81;1.2;6.52;20.16;0.53;2.0
1762578000.0;106.79;0.0;2.22;42.64;1.21;7.21;19.25;0.63;1.0
1762581600.0;113.2;0.0;2.33;40.21;1.27;8.0;19.13;0.78;1.0
1762585200.0;121.3;0.0;2.35;38.91;1.26;9.06;19.42;0.83;1.0
1762588800.0;136.79;0.0;2.27;37.78;1.13;11.05;20.03;0.68;2.0
1762592400.0;171.89;0.0;2.18;39.52;0.93;15.21;22.07;0.66;2.0
1762596000.0;244.52;0.04;2.26;47.1;0.69;20.08;25.02;0.71;2.0
1762599600.0;275.67;0.14;2.08;47.37;0.43;19.09;22.67;0.6;2.0
1762603200.0;285.29;0.21;1.69;48.74;0.28;17.12;19.41;0.57;2.0
1762606800.0;269.92;0.13;1.29;52.35;0.22;13.06;14.66;0.57;2.0
1762610400.0;249.0;0.08;0.98;54.18;0.22;11.15;12.83;0.57;2.0
1762614000.0;229.74;0.05;0.73;58.41;0.25;10.75;13.13;0.56;2.0
1762617600.0;218.1;0.06;0.63;64.55;0.32;11.74;15.23;0.59;2.0
1762621200.0;210.77;0.07;0.55;69.06;0.36;13.14;18.26;0.62;2.0
1762624800.0;196.16;0.07;0.47;72.22;0.34;13.69;20.82;0.65;2.0
1762628400.0;165.33;0.07;0.46;73.08;0.29;12.16;19.79;0.72;2.0
1762632000.0;136.41;0.05;0.54;72.35;0.44;10.74;20.19;0.69;2.0
1762635600.0;117.05;0.02;0.6;69.73;0.68;9.94;23.36;0.47;2.0
1762639200.0;97.27;0.0;0.46;63.47;0.71;8.66;25.2;0.23;2.0
1762642800.0;79.98;0.0;0.27;56.98;0.49;7.39;25.07;0.1;2.0
1762646400.0;69.8;0.0;0.16;52.99;0.32;6.18;22.76;0.05;2.0
1762650000.0;65.92;0.0;0.11;51.89;0.23;4.84;19.24;0.03;1.0
1762653600.0;66.43;0.0;0.1;53.53;0.19;3.84;16.15;0.02;1.0
1762657200.0;68.26;0.0;0.1;55.85;0.17;3.1;13.22;0.02;1.0
1762660800.0;69.35;0.0;0.1;57.01;0.15;2.46;10.44;0.03;1.0
1762664400.0;69.96;0.0;0.1;57.07;0.13;1.95;7.91;0.03;1.0
1762668000.0;70.14;0.0;0.1;56.71;0.11;1.59;6.08;0.04;1.0
1762671600.0;70.03;0.0;0.1;56.1;0.11;1.33;4.84;0.04;1.0
1762675200.0;70.0;0.0;0.1;55.39;0.1;1.18;4.1;0.04;1.0
1762678800.0;70.05;0.0;0.12;54.7;0.1;1.1;3.69;0.05;1.0
1762682400.0;70.17;0.01;0.14;54.28;0.1;1.05;3.42;0.05;1.0
1762686000.0;70.64;0.02;0.16;54.39;0.1;1.02;3.27;0.04;1.0
1762689600.0;71.01;0.03;0.15;54.98;0.1;1.01;3.2;0.04;1.0
1762693200.0;71.17;0.02;0.1;56.39;0.1;1.0;3.18;0.03;1.0
1762696800.0;71.18;0.01;0.07;56.69;0.1;0.99;3.21;0.02;1.0
1762700400.0;71.06;0.01;0.07;56.8;0.1;0.99;3.27;0.02;1.0
1762704000.0;71.2;0.01;0.06;56.97;0.1;0.98;3.34;0.02;1.0
1762707600.0;71.11;0.01;0.07;56.87;0.1;1.0;3.53;0.02;1.0
1762711200.0;70.88;0.01;0.08;56.9;0.11;1.03;3.77;0.02;1.0
1762714800.0;71.04;0.02;0.09;57.3;0.11;1.06;4.04;0.02;1.0
1762718400.0;71.14;0.01;0.12;57.8;0.12;1.07;4.21;0.02;1.0
1762722000.0;71.16;0.01;0.16;58.25;0.12;1.05;4.24;0.03;1.0
1762725600.0;70.98;0.0;0.2;57.65;0.12;1.03;4.23;0.04;1.0
1762729200.0;70.84;0.0;0.22;56.41;0.12;1.0;4.21;0.06;1.0
1762732800.0;70.54;0.0;0.23;55.26;0.12;0.97;4.14;0.07;1.0
1762736400.0;69.87;0.0;0.26;52.57;0.13;0.95;4.02;0.09;1.0
1762740000.0;69.45;0.0;0.34;49.43;0.13;0.93;3.91;0.11;1.0
1762743600.0;68.84;0.0;0.37;47.33;0.14;0.91;3.81;0.12;1.0
1762747200.0;67.86;0.0;0.36;45.11;0.14;0.89;3.69;0.13;1.0
1762750800.0;66.8;0.0;0.34;42.98;0.14;0.87;3.53;0.15;1.0
1762754400.0;65.99;0.0;0.31;41.34;0.15;0.85;3.38;0.16;1.0
1762758000.0;65.3;0.0;0.3;39.99;0.15;0.84;3.25;0.18;1.0
1762761600.0;64.9;0.0;0.3;38.77;0.15;0.83;3.14;0.19;1.0
1762765200.0;65.02;0.0;0.36;37.7;0.16;0.83;3.05;0.21;1.0
1762768800.0;65.37;0.05;0.44;37.47;0.14;0.82;2.92;0.16;1.0
1762772400.0;66.75;0.21;0.5;37.59;0.12;0.8;2.81;0.14;1.0
1762776000.0;67.47;0.24;0.45;39.69;0.12;0.79;2.74;0.15;1.0
1762779600.0;69.16;0.04;0.14;52.41;0.12;0.68;2.61;0.05;1.0
1762783200.0;69.1;0.03;0.09;52.89;0.11;0.65;2.49;0.04;1.0
1762786800.0;68.86;0.02;0.08;52.32;0.11;0.64;2.46;0.04;1.0
1762790400.0;68.95;0.02;0.08;51.89;0.1;0.65;2.49;0.04;1.0
1762794000.0;68.72;0.02;0.08;51.31;0.1;0.67;2.51;0.05;1.0
1762797600.0;68.44;0.02;0.09;50.79;0.1;0.68;2.54;0.05;1.0
1762801200.0;68.15;0.03;0.11;49.9;0.1;0.69;2.6;0.05;1.0
1762804800.0;67.88;0.04;0.17;48.44;0.11;0.7;2.66;0.06;1.0
1762808400.0;67.71;0.03;0.26;47.27;0.11;0.71;2.68;0.07;1.0
1762812000.0;67.44;0.0;0.4;45.14;0.11;0.71;2.66;0.1;1.0
1762815600.0;67.16;0.0;0.48;42.59;0.11;0.7;2.61;0.13;1.0
1762819200.0;66.82;0.0;0.48;40.83;0.11;0.7;2.55;0.13;1.0
1762822800.0;66.44;0.0;0.47;39.35;0.12;0.7;2.49;0.13;1.0
