dt;co;no;no2;o3;so2;pm2_5;pm_10;nh3;aqi
1757116800.0;70.17;0.0;0.36;63.6;0.23;3.19;7.04;0.09;2.0
1757120400.0;69.82;0.0;0.31;63.9;0.19;2.77;5.42;0.09;2.0
1757124000.0;69.7;0.0;0.27;64.53;0.16;2.39;4.34;0.1;2.0
1757127600.0;69.49;0.0;0.23;65.35;0.14;2.11;3.77;0.1;2.0
1757131200.0;68.81;0.0;0.19;66.47;0.14;1.92;3.43;0.09;2.0
1757134800.0;68.28;0.0;0.16;68.16;0.13;1.85;3.42;0.09;2.0
1757138400.0;67.92;0.0;0.14;69.93;0.13;1.9;3.67;0.08;2.0
1757142000.0;67.75;0.0;0.12;71.27;0.13;2.0;4.25;0.07;2.0
1757145600.0;67.73;0.0;0.12;72.37;0.13;2.09;4.8;0.07;2.0
1757149200.0;67.78;0.0;0.12;73.08;0.13;2.1;4.92;0.06;2.0
1757152800.0;68.05;0.0;0.14;73.85;0.12;2.03;4.53;0.06;2.0
1757156400.0;68.52;0.0;0.18;74.6;0.12;1.96;4.09;0.06;2.0
1757160000.0;68.71;0.0;0.18;75.25;0.12;1.97;3.91;0.05;2.0
1757163600.0;68.52;0.0;0.16;75.3;0.12;2.01;3.96;0.04;2.0
1757167200.0;68.48;0.0;0.15;74.95;0.13;2.09;4.18;0.03;2.0
1757170800.0;68.53;0.0;0.14;74.23;0.13;2.18;4.47;0.03;2.0
1757174400.0;68.47;0.0;0.13;73.0;0.12;2.24;4.66;0.02;2.0
1757178000.0;68.56;0.0;0.13;71.98;0.12;2.28;4.77;0.02;2.0
1757181600.0;68.69;0.0;0.13;71.08;0.12;2.3;4.85;0.02;2.0
1757185200.0;68.77;0.0;0.14;69.91;0.12;2.27;4.76;0.01;2.0
1757188800.0;68.88;0.0;0.17;68.02;0.12;2.19;4.57;0.01;2.0
1757192400.0;68.95;0.0;0.2;66.41;0.12;2.11;4.38;0.01;2.0
1757196000.0;68.7;0.0;0.19;65.51;0.12;2.04;4.26;0.01;2.0
1757199600.0;68.52;0.0;0.16;65.1;0.12;2.0;4.24;0.01;2.0
1757203200.0;68.39;0.0;0.14;64.74;0.12;1.96;4.32;0.01;2.0
1757206800.0;68.17;0.0;0.13;64.26;0.12;1.9;4.23;0.01;2.0
1757210400.0;68.06;0.0;0.13;63.33;0.12;1.81;3.93;0.01;2.0
1757214000.0;67.93;0.0;0.13;62.34;0.12;1.73;3.6;0.02;2.0
1757217600.0;67.85;0.0;0.12;61.47;0.11;1.68;3.32;0.02;2.0
1757221200.0;67.65;0.0;0.11;60.72;0.1;1.65;3.15;0.02;2.0
1757224800.0;67.42;0.0;0.1;60.28;0.1;1.61;3.0;0.03;2.0
1757228400.0;67.44;0.0;0.1;60.13;0.1;1.59;2.93;0.03;2.0
1757232000.0;67.39;0.0;0.12;60.06;0.1;1.57;2.86;0.03;2.0
1757235600.0;67.44;0.0;0.13;60.25;0.1;1.54;2.72;0.04;2.0
1757239200.0;67.85;0.0;0.18;60.79;0.1;1.49;2.5;0.04;2.0
1757242800.0;68.38;0.0;0.23;61.4;0.1;1.39;2.23;0.05;2.0
1757246400.0;68.72;0.0;0.23;62.38;0.09;1.28;1.98;0.06;2.0
1757250000.0;68.83;0.0;0.19;62.69;0.08;1.16;1.83;0.05;2.0
1757253600.0;68.84;0.01;0.19;61.99;0.08;1.09;1.86;0.05;2.0
1757257200.0;68.9;0.01;0.18;61.47;0.09;1.07;2.0;0.04;2.0
1757260800.0;69.14;0.01;0.18;61.12;0.09;1.12;2.25;0.04;2.0
1757264400.0;69.19;0.01;0.19;61.14;0.1;1.19;2.52;0.04;2.0
1757268000.0;69.2;0.01;0.2;61.49;0.1;1.28;2.81;0.03;2.0
1757271600.0;69.26;0.0;0.21;62.11;0.1;1.38;3.19;0.02;2.0
1757275200.0;69.18;0.0;0.23;62.21;0.11;1.49;3.7;0.02;2.0
1757278800.0;69.02;0.0;0.24;62.25;0.12;1.6;4.37;0.02;2.0
1757282400.0;69.0;0.0;0.23;62.67;0.13;1.75;5.5;0.03;2.0
1757286000.0;69.07;0.0;0.22;63.1;0.15;1.93;6.94;0.03;2.0
1757289600.0;69.39;0.0;0.23;63.53;0.17;2.08;8.28;0.03;2.0
1757293200.0;69.7;0.0;0.25;63.75;0.19;2.14;8.69;0.03;2.0
1757296800.0;69.82;0.0;0.27;63.96;0.2;2.17;8.76;0.03;2.0
1757300400.0;69.74;0.0;0.27;64.27;0.2;2.16;8.88;0.03;2.0
1757304000.0;69.78;0.0;0.26;64.32;0.2;2.15;9.26;0.03;2.0
1757307600.0;70.21;0.0;0.27;64.4;0.22;2.16;9.62;0.03;2.0
1757311200.0;70.86;0.0;0.29;64.51;0.25;2.19;9.68;0.04;2.0
1757314800.0;71.38;0.0;0.31;64.76;0.27;2.25;9.91;0.04;2.0
1757318400.0;71.89;0.0;0.34;64.73;0.32;2.35;10.39;0.06;2.0
1757322000.0;72.86;0.0;0.41;64.69;0.39;2.49;10.99;0.08;2.0
1757325600.0;74.64;0.0;0.53;64.73;0.48;2.63;11.56;0.1;2.0
1757329200.0;77.6;0.01;0.74;64.75;0.58;2.78;12.01;0.14;2.0
1757332800.0;81.68;0.03;0.96;64.68;0.71;2.99;12.44;0.18;2.0
1757336400.0;86.68;0.08;1.11;65.12;0.87;3.34;12.79;0.23;2.0
1757340000.0;90.37;0.1;1.05;66.7;0.95;3.78;13.34;0.26;2.0
1757343600.0;91.76;0.08;0.83;69.23;0.97;4.25;14.19;0.26;2.0
1757347200.0;93.13;0.06;0.62;71.87;0.98;4.81;15.62;0.25;2.0
1757350800.0;94.52;0.06;0.57;74.06;1.05;5.47;17.45;0.26;2.0
1757354400.0;96.84;0.06;0.63;76.56;1.15;6.21;19.35;0.27;2.0
1757358000.0;99.21;0.06;0.81;78.13;1.22;6.94;21.04;0.27;2.0
1757361600.0;102.25;0.04;1.16;78.11;1.29;7.59;22.29;0.25;2.0
1757365200.0;108.12;0.01;1.68;78.17;1.44;8.29;23.55;0.26;2.0
1757368800.0;113.73;0.0;1.96;76.98;1.48;8.96;24.68;0.24;2.0
1757372400.0;118.9;0.0;2.01;74.2;1.39;9.57;25.77;0.23;2.0
1757376000.0;124.9;0.0;1.91;70.7;1.3;10.23;27.21;0.25;2.0
1757379600.0;128.43;0.0;1.68;63.19;1.06;10.77;27.69;0.24;2.0
1757383200.0;130.25;0.0;1.63;55.86;0.88;11.3;28.23;0.25;2.0
1757386800.0;133.45;0.0;1.77;51.07;0.87;11.98;29.35;0.28;2.0
1757390400.0;143.47;0.0;2.32;49.1;1.02;13.02;31.3;0.38;2.0
1757394000.0;165.76;0.0;3.41;48.03;1.36;14.62;34.16;0.54;2.0
1757397600.0;196.25;0.0;4.84;47.11;1.89;16.52;37.25;0.8;2.0
1757401200.0;228.3;0.0;6.2;46.32;2.48;18.68;40.22;1.05;2.0
1757404800.0;251.17;0.0;7.08;45.02;2.84;20.21;40.96;1.27;2.0
1757408400.0;258.94;0.0;7.41;43.69;2.94;20.33;39.01;1.46;2.0
1757412000.0;250.6;0.01;7.18;39.65;2.57;18.75;34.93;1.44;2.0
1757415600.0;238.14;0.36;6.25;34.75;1.98;17.35;31.67;1.03;2.0
1757419200.0;225.04;0.72;4.61;36.88;1.57;17.0;29.77;0.88;2.0
1757422800.0;214.23;0.44;3.11;46.74;1.14;17.09;28.05;1.03;2.0
1757426400.0;213.05;0.22;2.41;51.14;0.81;17.15;25.79;1.18;2.0
1757430000.0;219.67;0.11;2.27;54.84;0.66;16.82;22.98;1.55;2.0
1757433600.0;227.42;0.05;2.22;61.79;0.58;15.93;19.7;1.96;2.0
1757437200.0;222.6;0.06;1.98;64.46;0.47;14.77;17.12;1.8;2.0
1757440800.0;212.17;0.06;1.7;66.11;0.4;13.54;15.38;1.41;2.0
1757444400.0;203.46;0.08;1.57;65.2;0.4;12.98;14.77;0.96;2.0
1757448000.0;201.0;0.09;1.7;63.16;0.41;13.46;15.56;0.63;2.0
1757451600.0;197.42;0.03;1.94;61.56;0.41;14.22;17.09;0.37;2.0
1757455200.0;184.24;0.0;1.85;58.37;0.39;14.39;18.5;0.17;2.0
1757458800.0;171.42;0.0;1.66;54.69;0.38;13.84;19.12;0.08;2.0
1757462400.0;159.44;0.0;1.42;51.42;0.37;12.72;18.7;0.06;2.0
1757466000.0;148.58;0.0;1.22;48.74;0.34;11.33;17.62;0.05;2.0
1757469600.0;140.65;0.0;1.14;46.61;0.31;10.22;16.67;0.05;2.0
1757473200.0;133.94;0.0;1.06;44.81;0.28;9.38;15.8;0.06;1.0
1757476800.0;129.0;0.0;1.01;42.88;0.28;8.94;15.15;0.09;1.0
1757480400.0;126.1;0.0;1.01;41.63;0.3;8.83;14.8;0.14;1.0
1757484000.0;124.86;0.0;1.05;40.82;0.35;8.88;14.57;0.22;1.0
1757487600.0;124.57;0.0;1.09;39.59;0.39;9.08;14.46;0.28;1.0
1757491200.0;123.37;0.0;1.06;37.33;0.39;9.33;14.48;0.28;1.0
1757494800.0;121.82;0.01;1.0;35.35;0.37;9.5;14.5;0.22;1.0
1757498400.0;121.09;0.02;1.1;34.75;0.36;9.32;14.34;0.14;1.0
1757502000.0;122.35;0.13;1.27;35.6;0.36;8.93;14.12;0.11;1.0
1757505600.0;122.57;0.23;1.17;39.1;0.36;8.56;13.99;0.08;1.0
1757509200.0;124.68;0.1;0.77;53.51;0.4;7.87;13.75;0.05;1.0
1757512800.0;121.3;0.09;0.53;57.52;0.4;7.29;13.09;0.04;1.0
1757516400.0;116.45;0.08;0.4;59.93;0.4;6.81;12.47;0.04;1.0
1757520000.0;110.65;0.06;0.27;66.32;0.44;6.11;11.64;0.04;2.0
1757523600.0;105.96;0.05;0.25;68.24;0.46;6.05;11.71;0.04;2.0
1757527200.0;101.64;0.05;0.25;69.43;0.48;5.94;11.84;0.04;2.0
1757530800.0;97.41;0.06;0.29;70.19;0.49;5.77;11.99;0.05;2.0
1757534400.0;93.9;0.05;0.41;69.94;0.48;5.56;12.11;0.06;2.0
1757538000.0;91.54;0.02;0.6;69.6;0.48;5.38;12.15;0.07;2.0
1757541600.0;89.4;0.0;0.68;68.25;0.48;5.21;12.07;0.09;2.0
1757545200.0;88.28;0.0;0.71;65.77;0.49;5.12;12.0;0.1;2.0
1757548800.0;88.99;0.0;0.7;63.23;0.54;5.14;12.03;0.12;2.0
1757552400.0;90.77;0.0;0.79;60.4;0.61;5.25;12.09;0.18;2.0
1757556000.0;93.97;0.0;1.03;60.39;0.71;5.43;12.39;0.28;2.0
1757559600.0;97.97;0.0;1.26;61.11;0.82;5.64;12.74;0.38;2.0
1757563200.0;102.23;0.0;1.4;60.67;0.92;5.86;13.06;0.47;2.0
1757566800.0;106.1;0.0;1.46;59.8;1.02;6.14;13.57;0.56;1.0
1757570400.0;108.53;0.0;1.46;58.99;1.1;6.41;14.11;0.64;1.0
1757574000.0;108.02;0.0;1.36;57.35;1.11;6.62;14.4;0.66;1.0
1757577600.0;107.66;0.0;1.25;53.59;1.04;6.88;14.95;0.61;1.0
1757581200.0;108.75;0.0;1.22;49.25;0.97;7.21;15.64;0.52;1.0
1757584800.0;112.01;0.01;1.43;45.43;0.95;7.46;16.29;0.41;1.0
1757588400.0;116.01;0.17;1.66;43.05;0.93;7.5;16.43;0.35;1.0
1757592000.0;117.81;0.35;1.52;44.48;0.89;7.34;15.88;0.3;1.0
1757595600.0;113.85;0.16;0.84;64.4;0.85;6.84;14.04;0.26;2.0
1757599200.0;113.24;0.1;0.49;69.28;0.79;6.99;13.71;0.24;2.0
1757602800.0;112.72;0.07;0.31;71.88;0.8;7.34;13.91;0.25;2.0
1757606400.0;111.49;0.06;0.25;73.59;0.81;7.56;14.14;0.27;2.0
1757610000.0;110.84;0.06;0.27;73.63;0.84;8.1;15.23;0.27;2.0
1757613600.0;109.3;0.06;0.31;74.84;0.89;8.6;16.61;0.28;2.0
1757617200.0;106.67;0.07;0.38;76.13;0.88;8.74;17.45;0.27;2.0
1757620800.0;105.32;0.07;0.59;75.81;0.87;8.77;18.04;0.26;2.0
1757624400.0;108.98;0.02;1.02;75.44;1.0;9.19;19.35;0.29;2.0
1757628000.0;115.9;0.0;1.52;68.94;0.96;9.88;20.65;0.25;2.0
1757631600.0;122.77;0.0;1.85;60.64;0.84;10.57;21.67;0.23;2.0
1757635200.0;128.21;0.0;1.94;54.84;0.79;11.29;22.87;0.25;2.0
1757638800.0;132.57;0.0;2.14;53.48;0.91;11.92;24.11;0.36;2.0
1757642400.0;134.23;0.0;2.4;56.22;1.06;12.01;24.48;0.49;2.0
1757646000.0;129.71;0.0;2.33;59.08;1.06;11.29;23.22;0.54;2.0
1757649600.0;121.7;0.0;2.01;60.97;0.92;9.9;20.57;0.52;2.0
1757653200.0;114.32;0.0;1.65;61.96;0.74;8.6;18.05;0.48;2.0
1757656800.0;107.55;0.0;1.33;62.44;0.6;7.55;15.99;0.43;2.0
1757660400.0;100.42;0.0;1.02;62.73;0.55;6.87;14.34;0.36;2.0
1757664000.0;94.61;0.0;0.75;61.71;0.61;6.84;13.55;0.26;2.0
1757667600.0;92.24;0.0;0.6;60.52;0.7;7.51;13.85;0.14;2.0
1757671200.0;92.74;0.0;0.51;63.8;0.76;8.78;15.11;0.04;2.0
1757674800.0;94.5;0.02;0.58;66.21;0.8;9.7;16.01;0.01;2.0
1757678400.0;96.18;0.05;0.54;69.82;0.81;10.26;16.6;0.0;2.0
1757682000.0;97.1;0.04;0.32;78.26;0.8;9.97;16.01;0.0;2.0
1757685600.0;96.48;0.03;0.24;79.83;0.66;9.03;14.57;0.0;2.0
1757689200.0;95.65;0.03;0.19;79.87;0.55;8.28;13.49;0.0;2.0
1757692800.0;94.89;0.02;0.17;79.46;0.47;7.67;12.65;0.0;2.0
1757696400.0;93.95;0.02;0.16;78.55;0.41;7.13;11.96;0.0;2.0
1757700000.0;92.9;0.02;0.17;77.67;0.36;6.67;11.42;0.0;2.0
1757703600.0;92.07;0.02;0.19;76.84;0.33;6.25;11.03;0.0;2.0
1757707200.0;91.21;0.02;0.25;75.47;0.3;5.85;10.7;0.01;2.0
1757710800.0;90.34;0.0;0.33;74.0;0.27;5.4;10.27;0.02;2.0
1757714400.0;88.91;0.0;0.35;72.09;0.25;4.97;9.76;0.03;2.0
1757718000.0;87.63;0.0;0.37;69.9;0.23;4.58;9.25;0.04;2.0
1757721600.0;86.42;0.0;0.35;68.23;0.21;4.26;8.84;0.05;2.0
1757725200.0;85.24;0.0;0.34;66.93;0.2;4.03;8.64;0.06;2.0
1757728800.0;84.32;0.0;0.34;66.03;0.19;3.83;8.51;0.06;2.0
1757732400.0;83.15;0.0;0.32;65.31;0.18;3.6;8.11;0.06;2.0
1757736000.0;82.02;0.0;0.27;64.42;0.16;3.38;7.71;0.06;2.0
1757739600.0;80.73;0.0;0.23;63.84;0.16;3.15;7.3;0.06;2.0
1757743200.0;79.82;0.0;0.21;63.4;0.15;2.93;6.82;0.06;2.0
1757746800.0;79.08;0.0;0.19;63.32;0.14;2.72;6.39;0.06;2.0
1757750400.0;78.4;0.0;0.18;63.57;0.14;2.53;6.04;0.06;2.0
1757754000.0;78.02;0.0;0.18;63.97;0.13;2.36;5.77;0.06;2.0
1757757600.0;77.89;0.0;0.22;64.77;0.12;2.19;5.43;0.06;2.0
1757761200.0;77.75;0.01;0.26;65.6;0.11;2.04;5.16;0.06;2.0
1757764800.0;77.59;0.02;0.23;66.82;0.11;1.94;5.05;0.06;2.0
1757768400.0;77.17;0.02;0.14;69.28;0.1;1.86;4.91;0.05;2.0
1757772000.0;76.44;0.01;0.11;69.42;0.1;1.87;4.91;0.05;2.0
1757775600.0;75.75;0.01;0.09;68.92;0.1;1.89;4.96;0.05;2.0
1757779200.0;75.24;0.01;0.09;68.33;0.1;1.96;5.27;0.05;2.0
1757782800.0;74.68;0.01;0.1;67.66;0.1;2.02;5.66;0.05;2.0
1757786400.0;74.18;0.01;0.11;67.2;0.1;2.06;5.99;0.05;2.0
1757790000.0;74.01;0.01;0.13;66.96;0.1;2.07;6.18;0.05;2.0
1757793600.0;74.03;0.0;0.15;66.97;0.1;2.03;6.14;0.05;2.0
1757797200.0;74.29;0.0;0.17;67.12;0.1;1.96;5.96;0.04;2.0
1757800800.0;74.28;0.0;0.17;67.06;0.1;1.88;5.74;0.04;2.0
1757804400.0;74.21;0.0;0.18;66.64;0.1;1.83;5.64;0.04;2.0
1757808000.0;74.03;0.0;0.17;65.98;0.1;1.81;5.71;0.04;2.0
1757811600.0;73.89;0.0;0.17;65.08;0.11;1.83;5.9;0.04;2.0
1757815200.0;73.47;0.0;0.17;64.1;0.11;1.85;6.13;0.04;2.0
1757818800.0;73.15;0.0;0.16;63.19;0.11;1.84;6.26;0.04;2.0
1757822400.0;72.87;0.0;0.16;62.44;0.12;1.81;6.23;0.04;2.0
1757826000.0;72.65;0.0;0.17;61.85;0.14;1.77;6.13;0.05;2.0
1757829600.0;72.55;0.0;0.18;61.58;0.15;1.73;6.04;0.06;2.0
1757833200.0;72.16;0.0;0.2;59.92;0.16;1.7;5.91;0.06;1.0
1757836800.0;71.51;0.0;0.23;56.96;0.16;1.67;5.74;0.06;1.0
1757840400.0;71.28;0.0;0.31;54.86;0.17;1.64;5.61;0.07;1.0
1757844000.0;72.04;0.01;0.49;53.4;0.2;1.62;5.54;0.08;1.0
1757847600.0;73.9;0.09;0.66;52.76;0.25;1.61;5.56;0.1;1.0
1757851200.0;75.66;0.14;0.67;55.17;0.32;1.62;5.67;0.13;1.0
1757854800.0;75.79;0.09;0.42;62.81;0.35;1.58;5.69;0.12;2.0
