dt;co;no;no2;o3;so2;pm2_5;pm_10;nh3;aqi
1757858400.0;75.2;0.06;0.29;64.38;0.32;1.55;5.49;0.11;2.0
1757862000.0;74.64;0.04;0.19;64.86;0.29;1.55;5.37;0.09;2.0
1757865600.0;74.04;0.03;0.14;64.71;0.26;1.56;5.29;0.07;2.0
1757869200.0;73.51;0.02;0.12;63.99;0.22;1.56;5.26;0.06;2.0
1757872800.0;72.91;0.02;0.12;63.38;0.19;1.52;5.19;0.04;2.0
1757876400.0;72.54;0.02;0.12;62.88;0.15;1.45;5.09;0.03;2.0
1757880000.0;72.68;0.01;0.15;62.58;0.12;1.39;5.02;0.03;2.0
1757883600.0;73.31;0.0;0.2;62.66;0.11;1.36;4.97;0.02;2.0
1757887200.0;73.97;0.0;0.22;62.86;0.1;1.34;4.94;0.02;2.0
1757890800.0;74.57;0.0;0.22;62.93;0.1;1.35;4.97;0.03;2.0
1757894400.0;75.28;0.0;0.23;62.84;0.12;1.37;5.01;0.03;2.0
1757898000.0;75.77;0.0;0.3;61.07;0.15;1.4;5.02;0.04;2.0
1757901600.0;76.3;0.0;0.4;58.76;0.17;1.44;4.99;0.05;1.0
1757905200.0;76.73;0.0;0.46;57.29;0.19;1.45;4.9;0.06;1.0
1757908800.0;76.57;0.0;0.49;53.87;0.19;1.46;4.76;0.06;1.0
1757912400.0;76.09;0.0;0.52;50.71;0.21;1.48;4.71;0.09;1.0
1757916000.0;76.28;0.0;0.58;50.24;0.27;1.52;4.79;0.15;1.0
1757919600.0;77.24;0.0;0.69;52.07;0.36;1.59;4.95;0.23;1.0
1757923200.0;78.4;0.0;0.81;53.08;0.44;1.69;5.23;0.3;1.0
1757926800.0;79.47;0.0;0.94;53.62;0.51;1.8;5.56;0.36;1.0
1757930400.0;80.57;0.01;1.2;53.52;0.54;1.92;5.86;0.38;1.0
1757934000.0;81.92;0.11;1.4;50.8;0.51;2.05;6.18;0.31;1.0
1757937600.0;82.85;0.28;1.17;48.38;0.45;2.22;6.47;0.17;1.0
1757941200.0;84.47;0.11;0.62;61.96;0.63;2.56;7.21;0.18;2.0
1757944800.0;85.52;0.07;0.43;65.06;0.66;2.97;7.51;0.19;2.0
1757948400.0;86.87;0.05;0.32;67.5;0.69;3.43;7.86;0.19;2.0
1757952000.0;89.35;0.04;0.26;70.69;0.72;3.95;8.41;0.2;2.0
1757955600.0;90.87;0.04;0.25;72.64;0.72;4.37;8.81;0.2;2.0
1757959200.0;91.33;0.03;0.26;73.48;0.69;4.59;8.89;0.19;2.0
1757962800.0;90.99;0.03;0.29;74.15;0.63;4.59;8.79;0.17;2.0
1757966400.0;90.3;0.02;0.38;74.25;0.58;4.57;8.93;0.15;2.0
1757970000.0;89.98;0.0;0.48;74.46;0.55;4.64;9.37;0.14;2.0
1757973600.0;89.47;0.0;0.53;73.97;0.53;4.63;9.74;0.13;2.0
1757977200.0;88.85;0.0;0.56;72.48;0.49;4.51;9.89;0.12;2.0
1757980800.0;88.91;0.0;0.58;71.11;0.47;4.43;9.98;0.12;2.0
1757984400.0;89.08;0.0;0.64;68.74;0.46;4.35;10.0;0.11;2.0
1757988000.0;89.38;0.0;0.69;65.65;0.45;4.24;9.93;0.11;2.0
1757991600.0;88.71;0.0;0.7;62.82;0.44;4.08;9.86;0.11;2.0
1757995200.0;87.84;0.0;0.68;60.15;0.44;3.92;9.66;0.11;2.0
1757998800.0;86.81;0.0;0.63;58.37;0.43;3.78;9.47;0.1;1.0
1758002400.0;85.31;0.0;0.57;57.49;0.4;3.64;9.48;0.1;1.0
1758006000.0;83.95;0.0;0.51;58.21;0.38;3.48;9.39;0.09;1.0
1758009600.0;82.61;0.0;0.48;58.01;0.35;3.29;9.05;0.08;1.0
1758013200.0;81.83;0.0;0.49;57.46;0.34;3.13;8.71;0.09;1.0
1758016800.0;81.91;0.0;0.6;56.41;0.39;3.09;8.56;0.12;1.0
1758020400.0;82.78;0.0;0.84;53.97;0.45;3.2;8.51;0.16;1.0
1758024000.0;84.65;0.02;1.08;51.57;0.5;3.36;8.39;0.2;1.0
1758027600.0;87.18;0.05;1.23;50.04;0.52;3.57;8.28;0.21;1.0
1758031200.0;89.0;0.06;1.25;49.66;0.52;3.75;8.22;0.21;1.0
1758034800.0;90.42;0.07;1.16;50.18;0.5;3.85;8.07;0.21;1.0
1758038400.0;95.97;0.09;0.86;58.02;0.47;4.39;8.32;0.25;1.0
1758042000.0;99.94;0.07;0.69;62.46;0.44;4.92;8.64;0.26;2.0
1758045600.0;101.07;0.07;0.6;63.88;0.41;5.2;8.9;0.25;2.0
1758049200.0;99.35;0.07;0.64;60.68;0.38;5.24;9.08;0.2;2.0
1758052800.0;96.05;0.05;0.88;55.07;0.34;5.09;9.11;0.15;1.0
1758056400.0;93.34;0.01;1.14;51.41;0.33;4.96;9.23;0.12;1.0
1758060000.0;90.24;0.0;1.21;48.92;0.31;4.89;9.52;0.11;1.0
1758063600.0;87.85;0.0;1.16;46.35;0.3;4.9;9.87;0.11;1.0
1758067200.0;85.43;0.0;1.05;44.16;0.29;4.86;10.02;0.11;1.0
1758070800.0;83.14;0.0;0.93;42.84;0.27;4.83;10.0;0.11;1.0
1758074400.0;81.69;0.0;0.83;42.44;0.25;4.75;9.88;0.1;1.0
1758078000.0;79.91;0.0;0.7;42.56;0.22;4.54;9.6;0.09;1.0
1758081600.0;77.34;0.0;0.56;42.69;0.19;4.21;9.16;0.08;1.0
1758085200.0;75.12;0.0;0.48;41.86;0.17;3.91;8.67;0.07;1.0
1758088800.0;74.87;0.0;0.42;42.37;0.17;3.67;8.25;0.06;1.0
1758092400.0;77.64;0.0;0.38;45.46;0.18;3.5;7.72;0.05;1.0
1758096000.0;82.18;0.0;0.37;47.16;0.21;3.67;7.69;0.04;1.0
1758099600.0;88.96;0.0;0.38;49.6;0.27;4.13;8.1;0.04;1.0
1758103200.0;100.34;0.0;0.45;55.38;0.37;4.81;8.45;0.02;1.0
1758106800.0;111.02;0.04;0.57;59.81;0.46;5.56;8.99;0.01;1.0
1758110400.0;118.96;0.08;0.54;64.5;0.53;6.33;9.76;0.01;2.0
1758114000.0;125.42;0.06;0.37;71.58;0.62;7.21;10.87;0.0;2.0
1758117600.0;126.37;0.05;0.29;73.17;0.64;7.8;11.82;0.0;2.0
1758121200.0;125.53;0.04;0.25;73.75;0.63;8.14;12.44;0.0;2.0
1758124800.0;124.32;0.04;0.23;74.2;0.59;8.25;12.56;0.0;2.0
1758128400.0;120.75;0.04;0.22;73.92;0.52;7.92;12.18;0.0;2.0
1758132000.0;113.32;0.03;0.2;72.11;0.41;7.04;11.52;0.0;2.0
1758135600.0;101.17;0.03;0.19;68.35;0.29;5.67;10.69;0.0;2.0
1758139200.0;89.74;0.02;0.22;64.39;0.21;4.57;10.19;0.0;2.0
1758142800.0;81.22;0.01;0.28;61.2;0.16;3.88;10.02;0.0;2.0
1758146400.0;75.26;0.0;0.37;57.09;0.14;3.5;10.02;0.0;1.0
1758150000.0;71.88;0.0;0.45;53.07;0.14;3.33;10.2;0.01;1.0
1758153600.0;69.76;0.0;0.45;50.6;0.14;3.25;10.49;0.02;1.0
1758157200.0;68.44;0.0;0.44;49.29;0.14;3.19;10.78;0.02;1.0
1758160800.0;67.38;0.0;0.4;49.36;0.14;3.13;11.03;0.02;1.0
1758164400.0;66.65;0.0;0.34;50.45;0.14;3.06;11.15;0.01;1.0
1758168000.0;65.53;0.0;0.27;49.17;0.13;3.0;11.01;0.02;1.0
1758171600.0;64.2;0.0;0.23;46.57;0.12;2.96;10.87;0.02;1.0
1758175200.0;63.06;0.0;0.2;45.52;0.12;2.91;10.71;0.03;1.0
1758178800.0;62.48;0.0;0.21;47.28;0.13;2.86;10.5;0.07;1.0
1758182400.0;62.88;0.0;0.25;50.77;0.14;2.85;10.24;0.12;1.0
1758186000.0;64.01;0.0;0.34;53.23;0.16;2.89;9.96;0.17;1.0
1758189600.0;66.35;0.0;0.64;55.03;0.17;2.98;9.72;0.21;1.0
1758193200.0;69.84;0.09;1.09;55.91;0.19;3.1;9.6;0.22;1.0
1758196800.0;72.4;0.23;1.13;55.46;0.19;3.24;9.54;0.19;1.0
1758200400.0;71.73;0.05;0.27;61.56;0.14;3.38;9.73;0.01;2.0
1758204000.0;73.88;0.03;0.17;62.13;0.14;3.62;9.95;0.0;2.0
1758207600.0;77.87;0.03;0.13;62.7;0.13;3.92;10.24;0.0;2.0
1758211200.0;83.42;0.02;0.12;63.71;0.12;4.21;10.36;0.0;2.0
1758214800.0;88.93;0.02;0.13;64.59;0.12;4.4;10.32;0.0;2.0
1758218400.0;94.58;0.03;0.15;65.81;0.11;4.54;10.24;0.0;2.0
1758222000.0;100.16;0.03;0.19;66.77;0.11;4.68;10.28;0.0;2.0
1758225600.0;103.84;0.03;0.3;66.07;0.11;4.79;10.29;0.01;2.0
1758229200.0;106.39;0.01;0.45;65.03;0.11;4.84;10.2;0.01;2.0
1758232800.0;107.21;0.0;0.57;62.13;0.11;4.88;10.13;0.01;2.0
1758236400.0;106.56;0.0;0.66;57.77;0.12;4.95;10.1;0.02;1.0
1758240000.0;104.3;0.0;0.66;54.05;0.12;5.0;10.06;0.02;1.0
1758243600.0;101.31;0.0;0.64;50.46;0.13;5.01;9.91;0.03;1.0
1758247200.0;97.73;0.0;0.66;47.38;0.13;5.04;9.77;0.03;1.0
1758250800.0;94.1;0.0;0.65;44.88;0.13;5.03;9.63;0.03;1.0
1758254400.0;90.37;0.0;0.59;42.14;0.13;4.97;9.4;0.04;1.0
1758258000.0;86.77;0.0;0.52;39.09;0.13;4.89;9.14;0.05;1.0
1758261600.0;83.57;0.0;0.46;36.47;0.13;4.8;8.89;0.06;1.0
1758265200.0;80.97;0.0;0.44;34.33;0.13;4.64;8.54;0.07;1.0
1758268800.0;79.03;0.01;0.46;32.3;0.14;4.43;8.08;0.08;1.0
1758272400.0;78.4;0.02;0.54;30.18;0.16;4.27;7.6;0.1;1.0
1758276000.0;79.45;0.07;0.8;28.39;0.18;4.18;7.16;0.09;1.0
1758279600.0;83.26;0.17;1.25;27.5;0.2;4.21;6.96;0.08;1.0
1758283200.0;87.12;0.22;1.61;28.65;0.21;4.3;6.97;0.08;1.0
1758286800.0;88.85;0.04;0.67;50.29;0.2;3.97;6.99;0.03;1.0
1758290400.0;88.69;0.04;0.53;52.77;0.23;3.84;6.92;0.05;1.0
1758294000.0;89.23;0.04;0.45;54.0;0.28;3.89;7.06;0.07;1.0
1758297600.0;89.98;0.05;0.38;54.95;0.29;4.01;7.22;0.08;1.0
1758301200.0;89.8;0.05;0.36;54.68;0.28;4.14;7.39;0.07;1.0
1758304800.0;90.18;0.05;0.35;55.08;0.29;4.38;7.78;0.06;1.0
1758308400.0;92.3;0.06;0.4;55.95;0.32;4.94;8.73;0.04;1.0
1758312000.0;96.74;0.06;0.58;57.07;0.41;6.11;10.69;0.03;1.0
1758315600.0;105.32;0.02;0.87;60.19;0.59;8.33;14.34;0.02;2.0
1758319200.0;120.62;0.0;1.2;63.67;0.88;12.15;20.33;0.02;2.0
1758322800.0;136.95;0.0;1.47;65.43;1.11;16.1;26.44;0.03;2.0
1758326400.0;149.35;0.0;1.58;65.71;1.24;19.05;30.89;0.06;2.0
1758330000.0;157.66;0.0;1.67;63.64;1.26;20.91;33.59;0.09;2.0
1758333600.0;160.83;0.01;1.68;60.14;1.15;21.84;34.74;0.11;2.0
1758337200.0;157.13;0.01;1.54;56.07;1.03;21.65;34.12;0.1;2.0
1758340800.0;147.41;0.0;1.32;50.4;0.89;20.1;31.59;0.1;2.0
1758344400.0;136.44;0.0;1.14;44.36;0.73;18.07;28.96;0.09;2.0
1758348000.0;125.9;0.0;1.0;40.03;0.58;16.1;26.88;0.08;2.0
1758351600.0;119.19;0.0;0.88;42.82;0.52;14.39;25.13;0.07;2.0
1758355200.0;111.79;0.0;0.79;42.67;0.45;12.77;22.75;0.06;2.0
1758358800.0;107.29;0.0;0.77;42.91;0.42;11.46;20.57;0.05;2.0
1758362400.0;107.34;0.0;0.84;45.36;0.45;10.8;19.03;0.04;2.0
1758366000.0;108.22;0.07;0.94;45.53;0.44;10.33;17.9;0.04;2.0
1758369600.0;110.37;0.18;0.97;46.01;0.45;10.08;17.13;0.07;2.0
1758373200.0;136.47;0.19;0.96;63.07;0.79;12.52;19.7;0.37;2.0
1758376800.0;156.04;0.14;0.78;74.69;0.94;15.7;22.99;0.56;2.0
1758380400.0;170.48;0.11;0.66;83.77;0.98;19.39;26.76;0.67;2.0
1758384000.0;178.64;0.1;0.62;88.87;0.91;22.84;30.26;0.67;2.0
1758387600.0;173.39;0.09;0.55;87.02;0.75;23.77;31.12;0.49;2.0
1758391200.0;162.31;0.08;0.51;84.81;0.61;22.86;30.21;0.29;2.0
1758394800.0;150.42;0.07;0.55;82.76;0.48;21.41;28.91;0.13;2.0
1758398400.0;146.08;0.05;0.75;81.45;0.44;21.4;29.37;0.06;2.0
1758402000.0;150.97;0.01;1.1;81.36;0.47;23.17;31.92;0.03;2.0
1758405600.0;162.64;0.0;1.37;82.13;0.58;26.4;36.27;0.03;3.0
1758409200.0;176.39;0.0;1.56;81.49;0.71;30.09;41.38;0.07;3.0
1758412800.0;189.76;0.0;1.68;80.3;0.85;33.56;46.29;0.12;3.0
1758416400.0;200.65;0.0;1.75;77.42;0.94;36.38;49.93;0.19;3.0
1758420000.0;208.43;0.0;1.72;73.19;0.92;38.63;52.38;0.21;3.0
1758423600.0;212.15;0.0;1.56;69.16;0.84;40.28;53.79;0.2;3.0
1758427200.0;212.34;0.0;1.35;64.15;0.7;41.43;54.16;0.14;3.0
1758430800.0;211.53;0.0;1.2;58.86;0.6;42.54;54.95;0.13;3.0
1758434400.0;212.4;0.0;1.11;54.78;0.55;43.95;56.66;0.14;3.0
1758438000.0;224.4;0.0;1.28;54.16;0.69;45.68;59.99;0.23;3.0
1758441600.0;246.69;0.0;1.77;52.85;0.9;47.07;62.75;0.35;3.0
1758445200.0;270.66;0.0;2.38;49.99;1.06;47.81;65.16;0.48;3.0
1758448800.0;298.16;0.03;3.42;48.06;1.36;47.58;66.4;0.64;3.0
1758452400.0;318.36;0.33;4.51;47.04;1.73;44.35;63.01;0.88;3.0
1758456000.0;321.61;0.64;4.75;54.97;2.01;38.6;54.46;1.44;3.0
1758459600.0;319.06;0.47;4.28;81.92;2.15;30.88;42.18;2.82;3.0
1758463200.0;306.26;0.3;3.09;95.88;1.73;28.95;37.87;2.7;3.0
1758466800.0;294.84;0.21;2.24;105.92;1.39;28.99;36.54;2.47;3.0
1758470400.0;281.4;0.06;2.11;107.16;1.08;26.47;32.83;2.19;3.0
1758474000.0;268.56;0.03;2.06;103.3;0.88;23.03;28.53;1.85;3.0
1758477600.0;256.78;0.02;1.98;100.49;0.76;20.68;25.65;1.57;3.0
1758481200.0;253.22;0.02;2.29;95.44;0.76;20.79;25.8;1.26;2.0
1758484800.0;252.56;0.02;2.94;92.41;0.76;21.82;27.11;1.08;2.0
1758488400.0;250.6;0.01;3.54;92.16;0.75;22.29;27.84;1.01;2.0
1758492000.0;242.75;0.0;3.51;92.76;0.72;22.27;28.49;0.91;2.0
1758495600.0;227.08;0.0;3.02;91.13;0.65;21.62;29.26;0.76;2.0
1758499200.0;207.46;0.0;2.5;84.82;0.56;19.94;29.17;0.58;2.0
1758502800.0;193.24;0.0;2.21;81.02;0.64;17.23;25.83;0.54;2.0
1758506400.0;201.8;0.0;2.76;75.09;0.91;17.37;25.73;0.51;2.0
1758510000.0;225.06;0.0;3.81;71.34;1.39;18.61;26.39;0.64;2.0
1758513600.0;246.55;0.0;4.53;64.02;1.58;19.27;26.09;0.62;2.0
1758517200.0;260.51;0.0;4.74;57.12;1.54;19.24;25.96;0.58;2.0
1758520800.0;269.54;0.0;4.89;51.85;1.5;18.72;25.67;0.57;2.0
1758524400.0;272.25;0.0;4.94;47.36;1.42;18.02;25.16;0.54;2.0
1758528000.0;269.85;0.0;4.95;43.1;1.29;16.99;23.99;0.49;2.0
1758531600.0;264.42;0.0;4.91;39.84;1.17;15.5;22.15;0.48;2.0
1758535200.0;258.04;0.04;5.05;38.14;1.06;13.8;20.15;0.47;2.0
1758538800.0;254.65;0.23;5.39;36.08;0.95;11.81;17.7;0.44;2.0
1758542400.0;253.87;0.49;5.38;36.64;0.91;9.56;14.55;0.46;1.0
1758546000.0;253.89;0.43;5.1;48.84;0.9;6.84;10.62;0.6;1.0
1758549600.0;248.34;0.38;4.82;51.39;0.84;5.37;8.58;0.61;1.0
1758553200.0;236.31;0.3;3.95;54.01;0.72;4.4;7.13;0.63;1.0
1758556800.0;222.12;0.15;3.03;55.0;0.59;3.53;5.14;0.52;1.0
1758560400.0;210.84;0.11;2.36;52.95;0.45;3.16;4.2;0.34;1.0
1758564000.0;205.17;0.07;2.05;50.44;0.35;3.07;3.93;0.21;1.0
1758567600.0;202.19;0.04;1.94;45.93;0.26;3.04;3.79;0.12;1.0
1758571200.0;203.42;0.02;1.92;41.79;0.21;3.18;4.18;0.06;1.0
1758574800.0;205.55;0.0;1.88;39.36;0.19;3.55;5.05;0.04;1.0
1758578400.0;208.07;0.0;1.71;39.52;0.21;4.39;7.28;0.03;1.0
1758582000.0;207.1;0.0;1.47;43.24;0.29;5.2;10.17;0.02;1.0
1758585600.0;191.69;0.0;1.09;50.48;0.4;5.66;12.83;0.02;1.0
1758589200.0;152.11;0.0;0.65;58.17;0.44;4.85;13.39;0.01;1.0
1758592800.0;116.51;0.0;0.41;61.04;0.42;3.87;13.25;0.01;2.0
1758596400.0;97.35;0.0;0.32;60.66;0.4;3.3;12.71;0.02;2.0
1758600000.0;92.76;0.0;0.33;58.86;0.39;2.92;11.37;0.04;1.0
1758603600.0;95.32;0.0;0.37;57.7;0.43;2.62;9.76;0.07;1.0
1758607200.0;97.0;0.0;0.4;57.37;0.47;2.42;8.64;0.1;1.0
1758610800.0;97.51;0.0;0.42;56.49;0.5;2.27;8.12;0.12;1.0
1758614400.0;97.55;0.0;0.45;54.71;0.52;2.16;7.85;0.14;1.0
1758618000.0;97.34;0.0;0.49;53.16;0.54;2.08;7.53;0.15;1.0
1758621600.0;97.3;0.01;0.63;52.28;0.56;2.0;7.24;0.17;1.0
1758625200.0;98.31;0.07;0.73;52.61;0.58;1.95;6.98;0.19;1.0
1758628800.0;98.95;0.13;0.63;55.73;0.61;1.99;6.73;0.22;1.0
1758632400.0;99.44;0.09;0.41;62.31;0.67;2.13;6.49;0.25;2.0
1758636000.0;98.85;0.06;0.32;64.55;0.67;2.34;6.35;0.27;2.0
1758639600.0;97.99;0.05;0.28;66.03;0.65;2.55;6.26;0.28;2.0
1758643200.0;97.31;0.04;0.27;66.96;0.63;2.75;6.19;0.28;2.0
1758646800.0;96.31;0.04;0.27;67.6;0.61;2.9;6.16;0.28;2.0
1758650400.0;95.26;0.04;0.28;68.23;0.6;3.0;6.23;0.27;2.0
1758654000.0;94.18;0.04;0.32;68.68;0.59;3.06;6.31;0.25;2.0
1758657600.0;93.3;0.04;0.42;68.18;0.57;3.06;6.34;0.22;2.0
1758661200.0;92.12;0.02;0.55;67.58;0.56;2.98;6.33;0.2;2.0
1758664800.0;90.23;0.0;0.58;66.88;0.55;2.83;6.21;0.18;2.0
1758668400.0;88.53;0.0;0.55;65.99;0.53;2.67;6.07;0.17;2.0
1758672000.0;87.41;0.0;0.51;65.04;0.51;2.54;6.0;0.17;2.0
1758675600.0;86.11;0.0;0.51;62.62;0.48;2.42;6.0;0.18;2.0
1758679200.0;85.07;0.0;0.54;59.76;0.43;2.33;6.06;0.18;1.0
1758682800.0;83.82;0.0;0.53;57.74;0.37;2.26;6.19;0.17;1.0
1758686400.0;81.91;0.0;0.49;55.08;0.31;2.19;6.38;0.16;1.0
1758690000.0;80.33;0.0;0.43;52.43;0.26;2.15;6.58;0.15;1.0
1758693600.0;78.92;0.0;0.39;50.98;0.24;2.12;6.79;0.15;1.0
1758697200.0;78.0;0.0;0.38;51.89;0.25;2.09;6.95;0.2;1.0
1758700800.0;78.61;0.0;0.42;54.89;0.27;2.08;7.05;0.26;1.0
1758704400.0;80.01;0.0;0.5;57.79;0.28;2.08;7.12;0.3;1.0
1758708000.0;81.71;0.0;0.74;60.35;0.29;2.07;7.15;0.32;2.0
1758711600.0;83.22;0.03;1.09;61.07;0.26;2.04;7.02;0.3;2.0
1758715200.0;84.11;0.07;1.1;60.28;0.22;2.01;6.73;0.23;2.0
1758718800.0;83.43;0.03;0.31;68.01;0.18;1.95;6.43;0.13;2.0
1758722400.0;83.71;0.02;0.2;69.61;0.17;1.96;6.14;0.12;2.0
1758726000.0;83.71;0.02;0.17;70.42;0.18;2.0;5.86;0.13;2.0
1758729600.0;83.41;0.02;0.16;71.05;0.18;2.03;5.61;0.14;2.0
1758733200.0;82.78;0.02;0.16;71.58;0.2;2.06;5.38;0.15;2.0
1758736800.0;81.85;0.02;0.17;71.75;0.21;2.08;5.2;0.16;2.0
1758740400.0;81.21;0.01;0.19;71.7;0.24;2.13;5.1;0.17;2.0
1758744000.0;80.71;0.01;0.23;71.11;0.27;2.22;5.1;0.2;2.0
1758747600.0;80.32;0.0;0.26;70.34;0.3;2.33;5.2;0.22;2.0
1758751200.0;79.83;0.0;0.25;69.58;0.33;2.46;5.4;0.26;2.0
1758754800.0;79.38;0.0;0.23;69.01;0.34;2.57;5.65;0.3;2.0
1758758400.0;79.05;0.0;0.21;68.86;0.34;2.69;5.94;0.33;2.0
1758762000.0;78.96;0.0;0.21;68.67;0.33;2.83;6.43;0.36;2.0
1758765600.0;79.21;0.0;0.22;68.39;0.33;3.01;7.23;0.37;2.0
1758769200.0;79.22;0.0;0.22;68.04;0.32;3.11;8.09;0.38;2.0
1758772800.0;79.03;0.0;0.23;66.79;0.3;3.1;8.39;0.37;2.0
1758776400.0;78.65;0.0;0.23;65.71;0.28;2.92;7.63;0.36;2.0
1758780000.0;78.04;0.0;0.21;65.29;0.25;2.63;6.57;0.35;2.0
1758783600.0;77.33;0.0;0.19;65.1;0.22;2.32;5.54;0.32;2.0
1758787200.0;76.77;0.0;0.18;65.28;0.2;2.13;5.0;0.28;2.0
1758790800.0;76.22;0.0;0.18;65.46;0.19;2.02;4.8;0.26;2.0
1758794400.0;75.7;0.0;0.21;66.07;0.18;1.92;4.81;0.24;2.0
1758798000.0;75.57;0.02;0.24;66.77;0.17;1.82;4.98;0.24;2.0
1758801600.0;75.18;0.02;0.21;67.72;0.17;1.71;5.05;0.23;2.0
1758805200.0;74.85;0.02;0.16;68.83;0.16;1.58;5.02;0.23;2.0
1758808800.0;74.45;0.02;0.13;69.43;0.15;1.51;4.99;0.21;2.0
1758812400.0;74.04;0.02;0.12;69.52;0.14;1.43;4.88;0.2;2.0
1758816000.0;73.79;0.01;0.11;69.28;0.13;1.37;4.76;0.18;2.0
1758819600.0;73.24;0.02;0.11;68.59;0.12;1.33;4.73;0.17;2.0
1758823200.0;72.65;0.02;0.11;67.82;0.12;1.3;4.73;0.15;2.0
1758826800.0;72.43;0.01;0.12;67.51;0.11;1.27;4.69;0.14;2.0
1758830400.0;72.4;0.01;0.14;67.33;0.11;1.25;4.64;0.12;2.0
1758834000.0;72.28;0.0;0.17;67.52;0.1;1.27;4.73;0.1;2.0
1758837600.0;71.66;0.0;0.17;67.12;0.1;1.34;4.81;0.08;2.0
1758841200.0;71.29;0.0;0.17;66.71;0.11;1.44;4.94;0.06;2.0
1758844800.0;70.7;0.0;0.15;66.43;0.11;1.53;5.17;0.05;2.0
1758848400.0;70.16;0.0;0.13;66.31;0.1;1.58;5.33;0.04;2.0
1758852000.0;69.82;0.0;0.12;66.78;0.1;1.61;5.51;0.03;2.0
1758855600.0;69.64;0.0;0.1;67.41;0.11;1.63;5.78;0.02;2.0
1758859200.0;69.57;0.0;0.08;67.81;0.11;1.65;6.16;0.02;2.0
1758862800.0;69.43;0.0;0.08;67.52;0.12;1.68;6.72;0.02;2.0
1758866400.0;69.36;0.0;0.08;66.93;0.12;1.68;7.06;0.02;2.0
1758870000.0;69.58;0.0;0.08;66.69;0.12;1.67;7.55;0.02;2.0
1758873600.0;69.78;0.0;0.09;66.22;0.13;1.62;7.84;0.02;2.0
1758877200.0;70.01;0.0;0.11;65.87;0.13;1.55;7.63;0.02;2.0
1758880800.0;70.48;0.0;0.16;65.72;0.13;1.46;7.19;0.02;2.0
1758884400.0;70.97;0.01;0.2;65.79;0.13;1.37;6.74;0.02;2.0
1758888000.0;71.21;0.02;0.18;66.0;0.12;1.28;6.23;0.01;2.0
1758891600.0;71.19;0.02;0.12;66.66;0.11;1.16;5.59;0.01;2.0
1758895200.0;71.17;0.02;0.09;66.69;0.1;1.06;5.0;0.01;2.0
1758898800.0;70.93;0.02;0.08;66.46;0.09;0.98;4.61;0.01;2.0
1758902400.0;71.0;0.02;0.08;66.18;0.09;0.93;4.32;0.01;2.0
1758906000.0;70.58;0.02;0.08;65.57;0.09;0.9;4.13;0.01;2.0
1758909600.0;70.23;0.02;0.08;64.89;0.08;0.89;4.07;0.01;2.0
1758913200.0;70.33;0.02;0.1;64.51;0.09;0.89;4.06;0.01;2.0
1758916800.0;70.56;0.02;0.17;63.77;0.09;0.87;3.99;0.01;2.0
1758920400.0;70.8;0.01;0.27;63.29;0.09;0.85;3.85;0.02;2.0
1758924000.0;70.82;0.0;0.3;62.76;0.09;0.81;3.68;0.02;2.0
1758927600.0;70.6;0.0;0.3;61.97;0.09;0.78;3.56;0.02;2.0
1758931200.0;70.23;0.0;0.27;61.2;0.09;0.77;3.52;0.03;2.0
1758934800.0;69.75;0.0;0.23;60.82;0.09;0.77;3.53;0.03;2.0
1758938400.0;69.68;0.0;0.21;61.11;0.1;0.77;3.51;0.03;2.0
1758942000.0;69.82;0.0;0.19;61.9;0.11;0.77;3.46;0.03;2.0
1758945600.0;70.1;0.0;0.14;63.83;0.12;0.76;3.31;0.02;2.0
1758949200.0;70.14;0.0;0.16;63.2;0.14;0.77;3.18;0.03;2.0
1758952800.0;69.97;0.0;0.18;62.17;0.16;0.8;3.16;0.03;2.0
1758956400.0;69.55;0.0;0.22;59.44;0.17;0.84;3.24;0.04;1.0
1758960000.0;69.25;0.0;0.29;56.11;0.19;0.88;3.38;0.05;1.0
1758963600.0;69.5;0.0;0.38;53.95;0.22;0.91;3.58;0.07;1.0
1758967200.0;70.11;0.01;0.52;52.92;0.25;0.91;3.76;0.08;1.0
1758970800.0;71.31;0.09;0.6;53.17;0.28;0.91;3.83;0.1;1.0
1758974400.0;72.06;0.12;0.54;55.79;0.32;0.9;3.82;0.11;1.0
1758978000.0;72.03;0.07;0.34;61.92;0.38;0.91;3.83;0.12;2.0
1758981600.0;72.18;0.04;0.27;63.84;0.41;0.98;4.01;0.12;2.0
1758985200.0;72.07;0.03;0.22;64.94;0.42;1.05;4.13;0.12;2.0
1758988800.0;72.2;0.03;0.19;65.62;0.41;1.12;4.18;0.11;2.0
1758992400.0;72.18;0.03;0.18;65.56;0.42;1.23;4.31;0.11;2.0
1758996000.0;72.08;0.03;0.18;65.5;0.44;1.32;4.46;0.11;2.0
1758999600.0;72.24;0.04;0.21;65.7;0.44;1.38;4.61;0.11;2.0
1759003200.0;72.48;0.04;0.31;65.9;0.45;1.42;4.78;0.12;2.0
1759006800.0;73.29;0.02;0.51;66.26;0.49;1.49;5.04;0.13;2.0
1759010400.0;74.03;0.0;0.67;66.34;0.53;1.59;5.43;0.15;2.0
1759014000.0;75.24;0.0;0.8;66.01;0.58;1.75;5.96;0.17;2.0
1759017600.0;76.42;0.0;0.9;65.56;0.64;1.94;6.59;0.19;2.0
1759021200.0;77.41;0.0;1.02;62.3;0.61;2.13;7.17;0.19;2.0
